BBRefMinorsID,Year,Stint,Team Name,LeagueName,W,L,G,GS,CG,SHO,SV,IP,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BF,GF,R,SH,SF,GIDP,LevelsBelow,ros_team_id,hist_team_id,OOTP Player ID
fukud11,2011,1,Yokosuka BayStars,Eastern League,0,1,19,0,0,0,0,27,0,15,37,1,2,,14,5,13,0,2,123,,0,,,,1,YBS2,YBS2,
fukuy11,2011,1,Yokosuka BayStars,Eastern League,0,1,10,0,0,0,0,8,0,2,3,1,1,,2,1,5,0,0,28,,0,,,,1,YBS2,YBS2,
gonza11,2011,1,Yokosuka BayStars,Eastern League,1,6,9,0,0,0,0,42,0,29,44,2,4,,20,21,32,0,3,196,,0,,,,1,YBS2,YBS2,
hamil11,2011,1,Yokosuka BayStars,Eastern League,2,2,16,0,0,0,4,24,0,13,30,1,0,,10,6,15,0,0,106,,0,,,,1,YBS2,YBS2,
hatay11,2011,1,Yokosuka BayStars,Eastern League,1,0,21,0,0,0,0,32,0,15,32,2,4,,12,10,13,0,1,136,,0,,,,1,YBS2,YBS2,
kagas11,2011,1,Yokosuka BayStars,Eastern League,1,1,4,0,0,0,0,18,0,3,10,0,0,,2,1,14,0,0,64,,0,,,,1,YBS2,YBS2,
kagam11,2011,1,Yokosuka BayStars,Eastern League,0,1,6,0,0,0,0,11,0,12,17,1,0,,9,2,9,0,1,52,,1,,,,1,YBS2,YBS2,
kobay11,2011,1,Yokosuka BayStars,Eastern League,4,2,15,0,1,0,0,41,0,16,35,4,2,,16,9,21,1,0,164,,0,,,,1,YBS2,YBS2,
kobay11,2011,1,Yokosuka BayStars,Eastern League,2,3,19,0,1,0,0,64,0,21,63,3,3,,16,15,55,0,2,263,,0,,,,1,YBS2,YBS2,
kobay11,2011,1,Yokosuka BayStars,Eastern League,1,0,6,0,0,0,0,6,0,8,9,0,3,,6,9,6,0,1,41,,0,,,,1,YBS2,YBS2,
kosug11,2011,1,Yokosuka BayStars,Eastern League,4,5,29,0,0,0,3,86,0,31,72,6,6,,29,36,71,1,8,366,,0,,,,1,YBS2,YBS2,
kuniy11,2011,1,Yokosuka BayStars,Eastern League,1,2,9,0,0,0,0,42,0,12,33,1,2,,9,16,38,0,3,173,,0,,,,1,YBS2,YBS2,
makka11,2011,1,Yokosuka BayStars,Eastern League,0,5,9,0,0,0,0,24,0,26,31,2,2,,23,17,7,0,2,122,,0,,,,1,YBS2,YBS2,
mannb11,2011,1,Yokosuka BayStars,Eastern League,4,3,15,0,1,0,0,52,0,15,59,0,2,,12,14,30,0,3,230,,2,,,,1,YBS2,YBS2,
matsu11,2011,1,Yokosuka BayStars,Eastern League,0,3,21,0,0,0,0,25,0,20,35,0,3,,17,13,14,0,2,123,,0,,,,1,YBS2,YBS2,
miura11,2011,1,Yokosuka BayStars,Eastern League,1,1,10,0,0,0,0,34,0,12,30,0,0,,11,10,31,0,1,144,,0,,,,1,YBS2,YBS2,
ohara11,2011,1,Yokosuka BayStars,Eastern League,1,0,5,0,0,0,0,5,0,1,2,0,0,,1,0,6,0,0,19,,0,,,,1,YBS2,YBS2,
okato11,2011,1,Yokosuka BayStars,Eastern League,2,0,9,0,0,0,1,46,0,19,49,3,0,,16,5,14,0,0,187,,0,,,,1,YBS2,YBS2,
onuma11,2011,1,Yokosuka BayStars,Eastern League,1,3,27,0,0,0,4,27,0,13,24,3,1,,13,13,33,1,1,119,,0,,,,1,YBS2,YBS2,
otaat11,2011,1,Yokosuka BayStars,Eastern League,1,5,15,0,0,0,0,44,0,27,53,5,0,,19,20,28,0,4,200,,0,,,,1,YBS2,YBS2,
rando11,2011,1,Yokosuka BayStars,Eastern League,0,2,4,0,0,0,0,18,0,10,18,3,0,,10,3,8,0,1,73,,0,,,,1,YBS2,YBS2,
sanad11,2011,1,Yokosuka BayStars,Eastern League,1,0,7,0,0,0,1,7,0,2,6,0,0,,2,0,6,0,0,28,,0,,,,1,YBS2,YBS2,
satos11,2011,1,Yokosuka BayStars,Eastern League,1,1,39,0,0,0,0,31,0,6,29,0,1,,6,11,29,0,1,129,,0,,,,1,YBS2,YBS2,
shimi11,2011,1,Yokosuka BayStars,Eastern League,1,3,8,0,0,0,0,36,0,15,28,3,1,,14,11,29,0,4,149,,0,,,,1,YBS2,YBS2,
shino11,2011,1,Yokosuka BayStars,Eastern League,1,0,6,0,0,0,2,6,0,5,6,1,0,,3,2,3,0,0,27,,0,,,,1,YBS2,YBS2,
sudak11,2011,1,Yokosuka BayStars,Eastern League,1,1,8,0,0,0,0,26,0,10,30,1,0,,10,9,16,0,1,111,,0,,,,1,YBS2,YBS2,
sugih11,2011,1,Yokosuka BayStars,Eastern League,0,0,6,0,0,0,0,8,0,6,6,0,1,,4,3,5,0,2,36,,0,,,,1,YBS2,YBS2,
tanak11,2011,1,Yokosuka BayStars,Eastern League,4,4,16,0,0,0,0,69,0,38,87,3,4,,34,23,45,0,2,309,,0,,,,1,YBS2,YBS2,
ushid11,2011,1,Yokosuka BayStars,Eastern League,1,0,19,0,0,0,9,20,0,6,12,1,2,,6,9,26,0,1,83,,0,,,,1,YBS2,YBS2,
wangi11,2011,1,Yokosuka BayStars,Eastern League,4,5,35,0,0,0,1,45,0,18,35,3,3,,18,25,25,0,3,195,,0,,,,1,YBS2,YBS2,
yamag11,2011,1,Yokosuka BayStars,Eastern League,0,0,1,0,0,0,0,1,0,0,0,0,0,,0,0,2,0,0,3,,0,,,,1,YBS2,YBS2,
yamam11,2011,1,Yokosuka BayStars,Eastern League,4,1,13,0,0,0,0,28,0,10,28,2,1,,10,4,17,0,0,114,,0,,,,1,YBS2,YBS2,
anant11,2011,1,Unknown,Unknown,3,5,41,0,0,0,5,40,0,9,27,1,1,,3,10,33,0,2,163,,0,,,,1,XX,XX,
balle11,2011,1,Unknown,Unknown,2,7,21,0,0,0,0,62,0,23,54,0,5,,16,13,35,0,1,261,,0,,,,1,XX,XX,
figar11,2011,1,Unknown,Unknown,1,0,2,0,0,0,0,7,0,1,3,0,0,,1,1,6,0,0,24,,0,,,,1,XX,XX,
furuk11,2011,1,Unknown,Unknown,0,1,18,0,0,0,1,24,0,16,26,4,0,,12,10,27,0,3,108,,0,,,,1,XX,XX,
haseg11,2011,1,Unknown,Unknown,1,5,12,0,0,0,0,31,0,32,52,5,0,,30,10,21,0,2,154,,0,,,,1,XX,XX,
higam11,2011,1,Unknown,Unknown,0,0,15,0,0,0,1,13,0,5,18,0,0,,5,0,11,0,0,57,,1,,,,1,XX,XX,
ihara11,2011,1,Unknown,Unknown,2,4,18,0,0,0,0,58,0,33,58,6,3,,29,26,44,0,1,261,,0,,,,1,XX,XX,
kaita11,2011,1,Unknown,Unknown,0,1,7,0,0,0,0,15,0,15,17,3,0,,10,12,5,0,0,73,,0,,,,1,XX,XX,
kajim11,2011,1,Unknown,Unknown,0,1,17,0,0,0,0,15,0,11,21,1,0,,5,8,14,0,1,77,,0,,,,1,XX,XX,
kamos11,2011,1,Unknown,Unknown,0,1,25,0,0,0,2,25,0,6,16,0,3,,6,10,33,0,0,107,,0,,,,1,XX,XX,
kanek11,2011,1,Unknown,Unknown,0,2,3,0,0,0,0,9,0,8,12,0,0,,7,1,10,0,0,42,,0,,,,1,XX,XX,
katod11,2011,1,Unknown,Unknown,2,2,23,0,0,0,0,27,0,12,22,1,1,,12,8,22,0,1,108,,0,,,,1,XX,XX,
katsu11,2011,1,Unknown,Unknown,0,1,8,0,0,0,0,7,0,4,10,0,1,,4,1,7,0,0,35,,0,,,,1,XX,XX,
kisan11,2011,1,Unknown,Unknown,2,3,8,0,0,0,0,42,0,13,43,3,2,,13,9,43,0,1,178,,0,,,,1,XX,XX,
kobay11,2011,1,Unknown,Unknown,0,1,1,0,0,0,0,0,0,8,7,0,0,,7,2,0,0,0,10,,0,,,,1,XX,XX,
kobay11,2011,1,Unknown,Unknown,1,0,27,0,0,0,8,28,0,13,34,1,0,,11,7,23,1,1,123,,0,,,,1,XX,XX,
kojim11,2011,1,Unknown,Unknown,0,1,37,0,0,0,2,34,0,16,37,4,2,,14,4,24,0,0,149,,0,,,,1,XX,XX,
komat11,2011,1,Unknown,Unknown,6,7,23,0,1,1,0,134,0,47,135,7,3,,45,18,98,0,6,545,,0,,,,1,XX,XX,
kondo11,2011,1,Unknown,Unknown,1,0,7,0,1,0,0,24,0,7,20,2,0,,7,5,19,0,1,94,,0,,,,1,XX,XX,
kuwah11,2011,1,Unknown,Unknown,3,2,21,0,0,0,1,47,0,18,46,2,5,,15,9,40,0,5,200,,0,,,,1,XX,XX,
macla11,2011,1,Unknown,Unknown,4,5,15,0,0,0,0,80,0,30,81,1,4,,23,13,60,0,3,335,,1,,,,1,XX,XX,
maeda11,2011,1,Unknown,Unknown,2,1,29,0,0,0,0,40,0,19,46,3,2,,17,17,27,0,3,183,,0,,,,1,XX,XX,
matos11,2011,1,Unknown,Unknown,0,0,5,0,0,0,0,6,0,1,3,1,0,,1,4,1,0,2,24,,0,,,,1,XX,XX,
nakay11,2011,1,Unknown,Unknown,0,1,2,0,0,0,0,8,0,7,11,0,0,,4,0,6,0,0,36,,0,,,,1,XX,XX,
nishi11,2011,1,Unknown,Unknown,0,1,36,0,0,0,3,32,0,13,31,0,0,,12,11,42,0,2,138,,0,,,,1,XX,XX,
parkc11,2011,1,Unknown,Unknown,3,3,8,0,0,0,0,39,0,21,47,6,0,,21,10,28,0,1,169,,3,,,,1,XX,XX,
takam11,2011,1,Unknown,Unknown,1,0,16,0,0,0,0,14,0,2,12,0,0,,1,2,17,0,0,59,,0,,,,1,XX,XX,
tsuka11,2011,1,Unknown,Unknown,1,2,15,0,0,0,0,29,0,14,33,1,2,,12,19,21,0,1,142,,0,,,,1,XX,XX,
yamad11,2011,1,Unknown,Unknown,0,3,13,0,0,0,0,40,0,27,57,3,0,,23,15,24,0,2,184,,0,,,,1,XX,XX,
yamaz11,2011,1,Unknown,Unknown,1,0,2,0,0,0,0,10,0,4,8,0,0,,4,3,1,0,0,40,,0,,,,1,XX,XX,
yoshi11,2011,1,Unknown,Unknown,0,0,2,0,0,0,0,2,0,0,0,0,0,,0,0,1,0,0,6,,0,,,,1,XX,XX,
akaga11,2011,1,Tokyo Swallows,Eastern League,5,3,9,0,1,1,0,58,0,25,52,5,2,,22,15,36,0,0,241,,0,,,,1,YKS2,YKS2,
barne11,2011,1,Tokyo Swallows,Eastern League,1,0,1,0,0,0,0,1,0,0,0,0,0,,0,1,1,0,0,4,,0,,,,1,YKS2,YKS2,
ferna11,2011,1,Tokyo Swallows,Eastern League,3,4,14,0,0,0,0,61,0,19,44,2,2,,14,41,41,0,6,261,,0,,,,1,YKS2,YKS2,
hashi11,2011,1,Tokyo Swallows,Eastern League,1,1,21,0,0,0,1,22,0,9,22,0,0,,8,7,15,0,1,95,,0,,,,1,YKS2,YKS2,
hidak11,2011,1,Tokyo Swallows,Eastern League,1,2,27,0,0,0,3,46,0,25,54,5,2,,22,15,37,0,2,203,,0,,,,1,YKS2,YKS2,
hirai11,2011,1,Tokyo Swallows,Eastern League,4,2,14,0,1,0,1,78,0,29,68,4,6,,24,33,51,0,4,334,,0,,,,1,YKS2,YKS2,
ichib11,2011,1,Tokyo Swallows,Eastern League,3,2,38,0,0,0,1,49,0,12,29,2,2,,10,24,45,1,4,195,,0,,,,1,YKS2,YKS2,
ishii11,2011,1,Tokyo Swallows,Eastern League,1,0,6,0,0,0,0,6,0,4,7,0,2,,3,2,3,0,0,29,,0,,,,1,YKS2,YKS2,
katom11,2011,1,Tokyo Swallows,Eastern League,5,2,15,0,0,0,0,82,0,29,82,1,5,,23,19,34,0,4,336,,0,,,,1,YKS2,YKS2,
kawas11,2011,1,Tokyo Swallows,Eastern League,1,2,9,0,0,0,1,42,0,18,49,0,0,,14,8,19,0,1,175,,0,,,,1,YKS2,YKS2,
masub11,2011,1,Tokyo Swallows,Eastern League,0,0,2,0,0,0,0,7,0,1,7,0,0,,1,3,9,0,0,30,,0,,,,1,YKS2,YKS2,
matsu11,2011,1,Tokyo Swallows,Eastern League,2,1,25,0,0,0,8,34,0,5,22,1,1,,5,8,23,1,0,127,,0,,,,1,YKS2,YKS2,
matsu11,2011,1,Tokyo Swallows,Eastern League,2,1,8,0,0,0,0,7,0,6,10,2,1,,6,3,6,1,1,35,,0,,,,1,YKS2,YKS2,
muran11,2011,1,Tokyo Swallows,Eastern League,1,0,5,0,0,0,0,24,0,9,14,2,0,,7,8,20,0,1,95,,0,,,,1,YKS2,YKS2,
nakaz11,2011,1,Tokyo Swallows,Eastern League,5,6,21,0,1,0,1,118,0,66,136,8,6,,51,35,73,0,3,516,,1,,,,1,YKS2,YKS2,
okamo11,2011,1,Tokyo Swallows,Eastern League,0,0,12,0,0,0,1,8,0,4,6,0,0,,3,5,3,0,2,35,,0,,,,1,YKS2,YKS2,
onode11,2011,1,Tokyo Swallows,Eastern League,1,2,21,0,0,0,0,18,0,7,24,0,2,,6,5,15,0,0,84,,0,,,,1,YKS2,YKS2,
satom11,2011,1,Tokyo Swallows,Eastern League,2,2,33,0,0,0,1,32,0,7,20,1,0,,6,16,33,0,0,130,,0,,,,1,YKS2,YKS2,
satoy11,2011,1,Tokyo Swallows,Eastern League,1,0,2,0,0,0,0,7,0,2,7,0,0,,1,1,6,0,0,28,,0,,,,1,YKS2,YKS2,
shich11,2011,1,Tokyo Swallows,Eastern League,3,0,8,0,1,1,0,35,0,4,30,2,2,,4,9,19,0,0,142,,0,,,,1,YKS2,YKS2,
takag11,2011,1,Tokyo Swallows,Eastern League,0,1,16,0,0,0,0,24,0,13,27,0,0,,11,7,16,0,0,106,,0,,,,1,YKS2,YKS2,
takai11,2011,1,Tokyo Swallows,Eastern League,2,5,26,0,0,0,2,51,0,22,57,2,4,,16,6,37,1,1,223,,0,,,,1,YKS2,YKS2,
tatey11,2011,1,Tokyo Swallows,Eastern League,1,0,3,0,0,0,1,15,0,1,9,0,0,,1,3,10,0,0,54,,0,,,,1,YKS2,YKS2,
uenok11,2011,1,Tokyo Swallows,Eastern League,0,0,5,0,0,0,0,10,0,11,15,2,0,,10,10,5,0,1,53,,0,,,,1,YKS2,YKS2,
watan11,2011,1,Tokyo Swallows,Eastern League,0,1,26,0,0,0,0,21,0,10,22,1,3,,9,8,15,1,2,92,,0,,,,1,YKS2,YKS2,
yagir11,2011,1,Tokyo Swallows,Eastern League,2,3,7,0,0,0,0,19,0,14,22,1,2,,13,19,14,0,4,95,,0,,,,1,YKS2,YKS2,
yamag11,2011,1,Tokyo Swallows,Eastern League,2,5,15,0,0,0,0,54,0,26,60,4,3,,25,17,33,0,2,237,,0,,,,1,YKS2,YKS2,
yamam11,2011,1,Tokyo Swallows,Eastern League,6,2,9,0,0,0,0,54,0,19,57,2,0,,18,14,29,0,1,224,,0,,,,1,YKS2,YKS2,
yamam11,2011,1,Tokyo Swallows,Eastern League,0,1,24,0,0,0,2,21,0,13,23,0,1,,12,11,12,0,1,97,,0,,,,1,YKS2,YKS2,
yoshi11,2011,1,Tokyo Swallows,Eastern League,1,3,37,0,0,0,3,27,0,12,29,1,1,,10,10,32,1,1,123,,0,,,,1,YKS2,YKS2,
egusa11,2011,1,Tokorozawa Lions,Eastern League,2,0,20,0,0,0,1,14,0,7,21,1,0,,4,2,17,0,0,67,,0,,,,1,SBL2,SBL2,
fujit11,2011,1,Tokorozawa Lions,Eastern League,4,2,25,0,0,0,8,26,0,5,20,1,1,,5,6,26,2,0,105,,1,,,,1,SBL2,SBL2,
fujiw11,2011,1,Tokorozawa Lions,Eastern League,3,4,21,0,0,0,0,73,0,31,80,4,5,,26,26,57,0,2,326,,0,,,,1,SBL2,SBL2,
grama11,2011,1,Tokorozawa Lions,Eastern League,1,0,9,0,0,0,0,9,0,1,3,0,1,,1,3,10,0,1,34,,0,,,,1,SBL2,SBL2,
hiran11,2011,1,Tokorozawa Lions,Eastern League,1,1,8,0,0,0,0,48,0,10,39,1,1,,9,10,33,0,0,191,,1,,,,1,SBL2,SBL2,
hoshi11,2011,1,Tokorozawa Lions,Eastern League,0,0,23,0,0,0,1,23,0,7,23,0,4,,7,7,18,0,1,101,,0,,,,1,SBL2,SBL2,
hsumi11,2011,1,Tokorozawa Lions,Eastern League,0,0,1,0,0,0,0,1,0,0,1,0,0,,0,0,2,0,0,4,,0,,,,1,SBL2,SBL2,
ishii11,2011,1,Tokorozawa Lions,Eastern League,0,0,1,0,0,0,0,4,0,1,3,0,2,,1,3,5,0,1,19,,0,,,,1,SBL2,SBL2,
iwaot11,2011,1,Tokorozawa Lions,Eastern League,4,7,20,0,0,0,0,97,0,65,116,8,9,,53,26,69,0,6,432,,0,,,,1,SBL2,SBL2,
iwasa11,2011,1,Tokorozawa Lions,Eastern League,1,0,22,0,0,0,1,23,0,7,20,0,1,,5,8,9,1,0,98,,0,,,,1,SBL2,SBL2,
kikuc11,2011,1,Tokorozawa Lions,Eastern League,3,4,11,0,1,0,0,55,0,19,54,5,3,,19,16,35,0,2,234,,0,,,,1,SBL2,SBL2,
kimur11,2011,1,Tokorozawa Lions,Eastern League,1,1,10,0,0,0,0,28,0,18,34,0,4,,14,19,30,0,2,139,,0,,,,1,SBL2,SBL2,
kishi11,2011,1,Tokorozawa Lions,Eastern League,0,1,3,0,0,0,0,13,0,7,13,0,0,,7,2,20,0,2,54,,0,,,,1,SBL2,SBL2,
maega11,2011,1,Tokorozawa Lions,Eastern League,0,0,4,0,0,0,0,3,0,5,8,0,1,,2,2,1,0,0,21,,0,,,,1,SBL2,SBL2,
matsu11,2011,1,Tokorozawa Lions,Eastern League,2,0,23,0,0,0,0,26,0,1,14,0,3,,0,7,34,0,0,103,,0,,,,1,SBL2,SBL2,
miyat11,2011,1,Tokorozawa Lions,Eastern League,0,1,31,0,0,0,0,34,0,29,34,2,4,,24,39,35,0,11,180,,0,,,,1,SBL2,SBL2,
nakaz11,2011,1,Tokorozawa Lions,Eastern League,2,4,17,0,1,0,0,76,0,52,93,10,2,,47,46,38,0,2,359,,1,,,,1,SBL2,SBL2,
nishi11,2011,1,Tokorozawa Lions,Eastern League,1,0,3,0,0,0,0,14,0,2,15,0,0,,2,3,9,0,0,57,,0,,,,1,SBL2,SBL2,
nogam11,2011,1,Tokorozawa Lions,Eastern League,9,10,21,0,2,2,0,130,0,56,127,11,0,,51,24,99,0,1,527,,0,,,,1,SBL2,SBL2,
oishi11,2011,1,Tokorozawa Lions,Eastern League,6,4,15,0,0,0,0,60,0,17,44,4,0,,15,24,30,0,2,249,,0,,,,1,SBL2,SBL2,
okamo11,2011,1,Tokorozawa Lions,Eastern League,0,0,7,0,0,0,4,7,0,3,11,0,0,,3,1,5,0,0,32,,0,,,,1,SBL2,SBL2,
okamo11,2011,1,Tokorozawa Lions,Eastern League,3,6,38,0,0,0,0,49,0,52,75,7,4,,44,22,31,0,5,249,,0,,,,1,SBL2,SBL2,
onode11,2011,1,Tokorozawa Lions,Eastern League,0,0,10,0,0,0,5,10,0,5,14,0,0,,5,1,8,0,0,45,,0,,,,1,SBL2,SBL2,
osada11,2011,1,Tokorozawa Lions,Eastern League,2,0,19,0,0,0,3,19,0,1,12,0,0,,0,3,17,0,0,74,,0,,,,1,SBL2,SBL2,
sakam11,2011,1,Tokorozawa Lions,Eastern League,3,4,37,0,0,0,1,36,0,24,45,4,2,,17,16,24,1,3,171,,0,,,,1,SBL2,SBL2,
sikor11,2011,1,Tokorozawa Lions,Eastern League,0,0,1,0,0,0,0,1,0,0,0,0,0,,0,0,1,0,0,3,,0,,,,1,SBL2,SBL2,
takek11,2011,1,Tokorozawa Lions,Eastern League,3,4,20,0,0,0,1,56,0,43,78,5,1,,41,18,29,0,4,261,,0,,,,1,SBL2,SBL2,
tanak11,2011,1,Tokorozawa Lions,Eastern League,0,0,10,0,0,0,0,9,0,7,7,3,0,,7,8,1,0,0,41,,0,,,,1,SBL2,SBL2,
yamam11,2011,1,Tokorozawa Lions,Eastern League,2,0,15,0,0,0,0,14,0,5,11,0,0,,2,1,9,0,0,51,,0,,,,1,SBL2,SBL2,
yamaz11,2011,1,Tokorozawa Lions,Eastern League,0,3,11,0,0,0,0,18,0,11,30,0,1,,9,12,13,0,0,97,,0,,,,1,SBL2,SBL2,
zhuda11,2011,1,Tokorozawa Lions,Eastern League,0,1,9,0,0,0,0,18,0,16,22,2,3,,10,14,9,0,1,95,,0,,,,1,SBL2,SBL2,
abeka11,2011,1,Chiba Marines,Eastern League,6,3,18,0,2,1,0,100,0,31,95,4,8,,30,33,42,0,0,416,,1,,,,1,LTM2,LTM2,
fujiy11,2011,1,Chiba Marines,Eastern League,0,0,1,0,0,0,0,1,0,3,1,0,0,,1,2,1,0,0,7,,0,,,,1,LTM2,LTM2,
furuy11,2011,1,Chiba Marines,Eastern League,1,1,18,0,0,0,0,15,0,5,7,1,0,,5,8,20,0,1,61,,0,,,,1,LTM2,LTM2,
hashi11,2011,1,Chiba Marines,Eastern League,1,5,40,0,0,0,11,35,0,15,33,3,3,,14,15,29,0,0,154,,0,,,,1,LTM2,LTM2,
hatto11,2011,1,Chiba Marines,Eastern League,0,1,21,0,0,0,0,16,0,5,20,1,1,,5,4,12,0,0,70,,0,,,,1,LTM2,LTM2,
hayas11,2011,1,Chiba Marines,Eastern League,0,2,30,0,0,0,0,57,0,25,57,4,2,,22,30,27,0,9,244,,0,,,,1,LTM2,LTM2,
ishid11,2011,1,Chiba Marines,Eastern League,0,1,12,0,0,0,1,14,0,7,16,0,2,,5,6,8,0,2,62,,0,,,,1,LTM2,LTM2,
katsu11,2011,1,Chiba Marines,Eastern League,4,4,13,0,0,0,0,49,0,34,52,3,2,,30,35,41,0,3,236,,2,,,,1,LTM2,LTM2,
kawag11,2011,1,Chiba Marines,Eastern League,0,0,4,0,0,0,0,2,0,0,3,0,0,,0,0,0,0,0,7,,0,,,,1,LTM2,LTM2,
kimot11,2011,1,Chiba Marines,Eastern League,0,0,2,0,0,0,0,3,0,6,8,1,1,,4,2,2,0,0,20,,0,,,,1,LTM2,LTM2,
kimur11,2011,1,Chiba Marines,Eastern League,3,3,9,0,0,0,0,43,0,13,38,2,3,,7,13,25,0,0,177,,0,,,,1,LTM2,LTM2,
kobay11,2011,1,Chiba Marines,Eastern League,1,4,13,0,0,0,0,63,0,26,58,4,2,,21,18,63,0,2,261,,0,,,,1,LTM2,LTM2,
kuros11,2011,1,Chiba Marines,Eastern League,1,1,9,0,0,0,0,16,0,5,11,0,3,,3,4,10,0,3,66,,2,,,,1,LTM2,LTM2,
linye11,2011,1,Chiba Marines,Eastern League,0,0,3,0,0,0,0,3,0,1,0,0,0,,1,2,1,0,0,12,,0,,,,1,LTM2,LTM2,
matsu11,2011,1,Chiba Marines,Eastern League,2,2,43,0,0,0,0,32,0,19,37,1,1,,14,11,22,1,1,145,,0,,,,1,LTM2,LTM2,
mitsu11,2011,1,Chiba Marines,Eastern League,0,4,13,0,0,0,0,42,0,22,47,1,3,,22,24,21,0,3,194,,0,,,,1,LTM2,LTM2,
murph11,2011,1,Chiba Marines,Eastern League,2,2,6,0,0,0,0,24,0,17,33,1,1,,16,13,26,0,2,115,,1,,,,1,LTM2,LTM2,
nakag11,2011,1,Chiba Marines,Eastern League,1,0,15,0,0,0,7,15,0,2,17,0,2,,1,2,22,0,0,68,,0,,,,1,LTM2,LTM2,
nasun11,2011,1,Chiba Marines,Eastern League,0,2,8,0,0,0,0,20,0,15,31,3,0,,12,3,10,0,1,96,,0,,,,1,LTM2,LTM2,
nishi11,2011,1,Chiba Marines,Eastern League,1,3,20,0,0,0,0,35,0,15,43,4,2,,11,13,31,0,0,158,,0,,,,1,LTM2,LTM2,
ogino11,2011,1,Chiba Marines,Eastern League,0,0,3,0,0,0,0,2,0,3,7,0,0,,3,0,2,0,0,14,,0,,,,1,LTM2,LTM2,
omine11,2011,1,Chiba Marines,Eastern League,0,2,4,0,0,0,0,22,0,15,25,3,1,,13,10,18,0,0,101,,0,,,,1,LTM2,LTM2,
onosh11,2011,1,Chiba Marines,Eastern League,2,2,7,0,0,0,0,40,0,12,44,2,1,,12,8,25,0,2,166,,1,,,,1,LTM2,LTM2,
pennh11,2011,1,Chiba Marines,Eastern League,1,0,3,0,0,0,0,11,0,3,8,1,2,,3,3,13,0,1,47,,0,,,,1,LTM2,LTM2,
suzue11,2011,1,Chiba Marines,Eastern League,0,3,13,0,0,0,2,19,0,15,29,3,3,,14,10,9,1,1,97,,1,,,,1,LTM2,LTM2,
tsubo11,2011,1,Chiba Marines,Eastern League,3,3,30,0,0,0,0,38,0,21,42,1,7,,20,22,32,1,3,180,,0,,,,1,LTM2,LTM2,
uchit11,2011,1,Chiba Marines,Eastern League,0,0,5,0,0,0,0,5,0,1,4,0,0,,1,1,5,0,0,19,,0,,,,1,LTM2,LTM2,
uemat11,2011,1,Chiba Marines,Eastern League,0,1,2,0,0,0,0,2,0,4,3,0,0,,2,9,4,0,1,20,,0,,,,1,LTM2,LTM2,
uenoh11,2011,1,Chiba Marines,Eastern League,3,2,20,0,0,0,1,35,0,11,30,2,2,,8,11,29,0,0,149,,0,,,,1,LTM2,LTM2,
yamad11,2011,1,Chiba Marines,Eastern League,1,1,31,0,0,0,1,27,0,10,27,1,3,,10,11,16,0,1,114,,0,,,,1,LTM2,LTM2,
yamag11,2011,1,Chiba Marines,Eastern League,0,0,2,0,0,0,0,1,0,0,1,0,0,,0,2,1,0,0,6,,0,,,,1,LTM2,LTM2,
yamam11,2011,1,Chiba Marines,Eastern League,0,0,12,0,0,0,0,6,0,5,9,0,0,,3,8,6,0,1,36,,0,,,,1,LTM2,LTM2,
yamam11,2011,1,Chiba Marines,Eastern League,2,2,44,0,0,0,0,48,0,17,41,3,0,,13,19,45,1,1,202,,0,,,,1,LTM2,LTM2,
yamam11,2011,1,Chiba Marines,Eastern League,4,7,16,0,0,0,0,77,0,44,68,4,11,,38,42,52,0,5,344,,0,,,,1,LTM2,LTM2,
yoshi11,2011,1,Chiba Marines,Eastern League,1,1,5,0,0,0,1,20,0,2,14,0,1,,2,2,14,0,0,76,,0,,,,1,LTM2,LTM2,
albal11,2011,1,Tokyo Giants,Eastern League,0,0,8,0,0,0,3,8,0,0,3,0,0,,0,3,7,0,0,32,,0,,,,1,YMG2,YMG2,
asaih11,2011,1,Tokyo Giants,Eastern League,1,2,20,0,0,0,0,43,0,20,34,3,1,,16,20,32,0,2,184,,0,,,,1,YMG2,YMG2,
brigh11,2011,1,Tokyo Giants,Eastern League,0,0,3,0,0,0,0,3,0,2,2,1,3,,1,4,0,0,0,19,,1,,,,1,YMG2,YMG2,
fujii11,2011,1,Tokyo Giants,Eastern League,6,2,20,0,1,1,0,82,0,19,55,2,7,,19,23,52,0,2,321,,0,,,,1,YMG2,YMG2,
fukud11,2011,1,Tokyo Giants,Eastern League,7,3,18,0,1,1,0,103,0,33,87,6,5,,24,33,76,0,5,428,,1,,,,1,YMG2,YMG2,
furuk11,2011,1,Tokyo Giants,Eastern League,1,1,10,0,0,0,0,7,0,8,7,0,0,,7,4,3,0,0,33,,0,,,,1,YMG2,YMG2,
gonza11,2011,1,Tokyo Giants,Eastern League,2,3,6,0,1,0,0,37,0,15,38,2,1,,11,8,18,0,1,156,,0,,,,1,YMG2,YMG2,
greis11,2011,1,Tokyo Giants,Eastern League,3,1,9,0,0,0,0,56,0,13,51,3,3,,13,10,52,0,0,229,,0,,,,1,YMG2,YMG2,
hoshi11,2011,1,Tokyo Giants,Eastern League,2,6,34,0,0,0,0,95,0,30,72,3,3,,23,30,82,0,7,384,,0,,,,1,YMG2,YMG2,
huang11,2011,1,Tokyo Giants,Eastern League,0,1,4,0,0,0,0,12,0,8,13,2,1,,5,4,1,0,0,53,,0,,,,1,YMG2,YMG2,
