BBRefMinorsID,Year,Stint,Team Name,LeagueName,W,L,G,GS,CG,SHO,SV,IP,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BF,GF,R,SH,SF,GIDP,LevelsBelow,ros_team_id,hist_team_id,OOTP Player ID
makin08,2008,1,Sendai Golden Eagles,Eastern League,2,3,11,0,0,0,0,47,0,20,44,2,2,,18,8,49,0,3,194,,0,,,,1,RKE2,RKE2,
matsu08,2008,1,Sendai Golden Eagles,Eastern League,0,2,15,0,0,0,0,20,0,9,23,1,0,,9,0,17,0,1,83,,0,,,,1,RKE2,RKE2,
matsu08,2008,1,Sendai Golden Eagles,Eastern League,2,7,11,0,0,0,0,67,0,59,88,9,4,,50,33,38,0,6,316,,0,,,,1,RKE2,RKE2,
nagai08,2008,1,Sendai Golden Eagles,Eastern League,0,0,2,0,0,0,0,4,0,2,4,0,0,,1,0,3,0,0,17,,0,,,,1,RKE2,RKE2,
ogura08,2008,1,Sendai Golden Eagles,Eastern League,1,0,27,0,0,0,3,34,0,5,27,1,0,,4,3,37,1,0,131,,0,,,,1,RKE2,RKE2,
satak08,2008,1,Sendai Golden Eagles,Eastern League,0,0,1,0,0,0,0,2,0,0,1,0,0,,0,0,1,0,0,6,,0,,,,1,RKE2,RKE2,
satoh08,2008,1,Sendai Golden Eagles,Eastern League,1,2,34,0,0,0,1,34,0,14,27,3,3,,7,22,34,1,2,153,,0,,,,1,RKE2,RKE2,
terad08,2008,1,Sendai Golden Eagles,Eastern League,0,0,2,0,0,0,0,3,0,6,7,0,0,,6,4,2,0,0,20,,0,,,,1,RKE2,RKE2,
tobeh08,2008,1,Sendai Golden Eagles,Eastern League,4,3,34,0,0,0,6,37,0,14,34,3,4,,13,14,32,2,1,165,,0,,,,1,RKE2,RKE2,
watan08,2008,1,Sendai Golden Eagles,Eastern League,0,0,11,0,0,0,0,12,0,1,7,0,0,,1,4,7,0,0,50,,0,,,,1,RKE2,RKE2,
yamam08,2008,1,Sendai Golden Eagles,Eastern League,0,0,4,0,0,0,0,5,0,4,8,2,0,,4,1,1,0,0,24,,0,,,,1,RKE2,RKE2,
yoshi08,2008,1,Sendai Golden Eagles,Eastern League,0,3,20,0,0,0,0,17,0,12,22,2,2,,11,6,13,0,2,79,,0,,,,1,RKE2,RKE2,
abeke08,2008,1,Nishinomiya Tigers,Western League,2,0,4,0,0,0,0,10,0,6,10,1,3,,6,2,4,1,1,43,,0,,,,1,HNT2,HNT2,
andoy08,2008,1,Nishinomiya Tigers,Western League,0,0,2,0,0,0,0,6,0,5,5,0,0,,5,3,4,0,0,27,,0,,,,1,HNT2,HNT2,
atchi08,2008,1,Nishinomiya Tigers,Western League,0,2,4,0,0,0,0,14,0,5,10,0,0,,5,6,14,0,0,55,,1,,,,1,HNT2,HNT2,
fujit08,2008,1,Nishinomiya Tigers,Western League,1,1,26,0,0,0,0,36,0,5,21,0,1,,3,8,28,0,1,138,,0,,,,1,HNT2,HNT2,
fukuh08,2008,1,Nishinomiya Tigers,Western League,1,1,4,0,0,0,0,17,0,19,31,3,0,,17,5,10,0,1,85,,0,,,,1,HNT2,HNT2,
hashi08,2008,1,Nishinomiya Tigers,Western League,1,4,28,0,0,0,6,33,0,9,13,1,0,,8,16,33,0,2,129,,0,,,,1,HNT2,HNT2,
ishik08,2008,1,Nishinomiya Tigers,Western League,2,1,15,0,0,0,0,51,0,18,50,4,0,,15,10,33,1,3,209,,0,,,,1,HNT2,HNT2,
iwata08,2008,1,Nishinomiya Tigers,Western League,0,0,2,0,0,0,0,7,0,2,10,0,0,,2,2,4,0,0,30,,0,,,,1,HNT2,HNT2,
iyono08,2008,1,Nishinomiya Tigers,Western League,0,0,15,0,0,0,0,12,0,5,8,1,3,,4,8,12,0,0,52,,0,,,,1,HNT2,HNT2,
kanem08,2008,1,Nishinomiya Tigers,Western League,0,1,8,0,0,0,0,9,0,14,17,0,2,,13,8,10,0,0,55,,0,,,,1,HNT2,HNT2,
kanem08,2008,1,Nishinomiya Tigers,Western League,0,2,9,0,0,0,0,36,0,19,44,3,2,,17,12,27,1,2,164,,0,,,,1,HNT2,HNT2,
kiyoh08,2008,1,Nishinomiya Tigers,Western League,0,0,12,0,0,0,0,15,0,13,20,3,0,,12,12,9,2,0,73,,0,,,,1,HNT2,HNT2,
kojim08,2008,1,Nishinomiya Tigers,Western League,0,0,2,0,0,0,0,1,0,1,2,0,0,,1,2,0,0,1,9,,0,,,,1,HNT2,HNT2,
kubot08,2008,1,Nishinomiya Tigers,Western League,0,0,3,0,0,0,0,3,0,0,1,0,0,,0,0,4,0,0,11,,0,,,,1,HNT2,HNT2,
kurod08,2008,1,Nishinomiya Tigers,Western League,0,0,1,0,0,0,0,2,0,0,1,0,0,,0,1,2,0,0,7,,0,,,,1,HNT2,HNT2,
nomia08,2008,1,Nishinomiya Tigers,Western League,5,1,29,0,0,0,11,54,0,5,35,2,1,,5,14,52,0,2,203,,0,,,,1,HNT2,HNT2,
ojeda08,2008,1,Nishinomiya Tigers,Western League,0,1,12,0,0,0,0,18,0,5,20,2,1,,3,9,10,1,0,83,,0,,,,1,HNT2,HNT2,
resop08,2008,1,Nishinomiya Tigers,Western League,0,0,6,0,0,0,0,11,0,0,3,0,1,,0,2,12,0,0,39,,0,,,,1,HNT2,HNT2,
sajik08,2008,1,Nishinomiya Tigers,Western League,2,3,25,0,0,0,1,24,0,15,27,2,3,,14,13,24,2,4,111,,0,,,,1,HNT2,HNT2,
shimo08,2008,1,Nishinomiya Tigers,Western League,0,1,1,0,0,0,0,4,0,1,2,0,1,,0,1,2,0,0,16,,0,,,,1,HNT2,HNT2,
shira08,2008,1,Nishinomiya Tigers,Western League,0,1,6,0,0,0,0,14,0,4,15,0,1,,4,8,10,0,0,66,,0,,,,1,HNT2,HNT2,
shoda08,2008,1,Nishinomiya Tigers,Western League,0,0,17,0,0,0,0,15,0,8,17,0,1,,8,9,8,0,3,73,,0,,,,1,HNT2,HNT2,
sugiy08,2008,1,Nishinomiya Tigers,Western League,4,3,13,0,0,0,0,64,0,25,63,2,4,,23,15,43,0,3,266,,0,,,,1,HNT2,HNT2,
tamak08,2008,1,Nishinomiya Tigers,Western League,6,2,44,0,0,0,3,49,0,12,36,1,4,,12,15,51,1,1,197,,0,,,,1,HNT2,HNT2,
tsuji08,2008,1,Nishinomiya Tigers,Western League,0,0,11,0,0,0,0,12,0,5,11,0,1,,5,3,8,0,0,50,,0,,,,1,HNT2,HNT2,
tsuru08,2008,1,Nishinomiya Tigers,Western League,7,4,18,0,0,0,0,70,0,29,68,6,3,,26,24,34,2,2,297,,0,,,,1,HNT2,HNT2,
tsuts08,2008,1,Nishinomiya Tigers,Western League,2,0,18,0,0,0,0,18,0,12,20,2,0,,11,8,11,0,1,79,,0,,,,1,HNT2,HNT2,
uezon08,2008,1,Nishinomiya Tigers,Western League,3,5,12,0,0,0,0,48,0,28,51,3,0,,24,25,34,0,3,219,,0,,,,1,HNT2,HNT2,
vogel08,2008,1,Nishinomiya Tigers,Western League,4,3,9,0,0,0,0,52,0,14,36,1,1,,12,17,56,0,1,211,,2,,,,1,HNT2,HNT2,
wakat08,2008,1,Nishinomiya Tigers,Western League,3,3,12,0,2,2,0,56,0,31,53,4,3,,26,23,47,0,3,245,,0,,,,1,HNT2,HNT2,
willi08,2008,1,Nishinomiya Tigers,Western League,0,0,2,0,0,0,0,2,0,0,1,0,0,,0,0,2,0,0,7,,0,,,,1,HNT2,HNT2,
yokoy08,2008,1,Nishinomiya Tigers,Western League,0,0,3,0,0,0,0,3,0,3,2,0,0,,3,3,4,1,0,15,,0,,,,1,HNT2,HNT2,
doiyo08,2008,1,Yokosuka BayStars,Eastern League,0,3,5,0,0,0,0,13,0,15,22,1,1,,10,6,9,0,0,68,,0,,,,1,YBS2,YBS2,
hashi08,2008,1,Yokosuka BayStars,Eastern League,0,2,7,0,0,0,0,9,0,11,14,1,0,,8,9,4,0,0,51,,0,,,,1,YBS2,YBS2,
hatay08,2008,1,Yokosuka BayStars,Eastern League,3,0,29,0,0,0,1,37,0,4,23,1,3,,3,15,31,0,1,143,,1,,,,1,YBS2,YBS2,
hughe08,2008,1,Yokosuka BayStars,Eastern League,5,1,19,0,0,0,0,22,0,6,12,0,0,,2,9,21,0,0,88,,2,,,,1,YBS2,YBS2,
iriki08,2008,1,Yokosuka BayStars,Eastern League,4,2,22,0,0,0,1,30,0,19,39,2,0,,18,6,20,0,0,132,,0,,,,1,YBS2,YBS2,
katot08,2008,1,Yokosuka BayStars,Eastern League,0,0,1,0,0,0,0,1,0,0,0,0,1,,0,0,2,0,0,3,,0,,,,1,YBS2,YBS2,
kawam08,2008,1,Yokosuka BayStars,Eastern League,1,2,29,0,0,0,4,30,0,15,25,1,2,,10,6,21,1,2,126,,0,,,,1,YBS2,YBS2,
kizuk08,2008,1,Yokosuka BayStars,Eastern League,0,0,9,0,0,0,0,9,0,3,8,0,1,,3,0,7,0,0,36,,0,,,,1,YBS2,YBS2,
kobay08,2008,1,Yokosuka BayStars,Eastern League,0,0,3,0,0,0,0,14,0,2,11,1,0,,2,2,6,0,0,56,,0,,,,1,YBS2,YBS2,
kudok08,2008,1,Yokosuka BayStars,Eastern League,1,0,4,0,0,0,0,11,0,7,13,2,0,,2,0,7,0,1,44,,0,,,,1,YBS2,YBS2,
kuwah08,2008,1,Yokosuka BayStars,Eastern League,1,2,4,0,0,0,0,17,0,8,17,1,2,,8,7,8,0,0,74,,1,,,,1,YBS2,YBS2,
matsu08,2008,1,Yokosuka BayStars,Eastern League,0,0,24,0,0,0,0,55,0,27,64,4,4,,24,14,49,0,2,246,,0,,,,1,YBS2,YBS2,
mitsu08,2008,1,Yokosuka BayStars,Eastern League,2,4,19,0,0,0,0,49,0,37,70,5,1,,30,5,24,0,1,216,,0,,,,1,YBS2,YBS2,
miura08,2008,1,Yokosuka BayStars,Eastern League,1,0,3,0,0,0,0,14,0,3,15,0,0,,3,3,12,0,0,57,,0,,,,1,YBS2,YBS2,
nasun08,2008,1,Yokosuka BayStars,Eastern League,1,0,1,0,0,0,0,7,0,0,3,0,0,,0,2,5,0,0,25,,0,,,,1,YBS2,YBS2,
okamo08,2008,1,Yokosuka BayStars,Eastern League,1,2,33,0,0,0,0,24,0,17,35,2,1,,10,5,12,0,1,116,,1,,,,1,YBS2,YBS2,
otaat08,2008,1,Yokosuka BayStars,Eastern League,3,4,15,0,0,0,0,65,0,46,67,7,1,,35,33,53,0,4,289,,0,,,,1,YBS2,YBS2,
oyama08,2008,1,Yokosuka BayStars,Eastern League,2,0,8,0,0,0,0,17,0,9,18,3,2,,7,4,14,0,2,75,,0,,,,1,YBS2,YBS2,
satos08,2008,1,Yokosuka BayStars,Eastern League,1,5,11,0,0,0,0,43,0,26,47,5,2,,26,18,21,0,1,188,,0,,,,1,YBS2,YBS2,
somed08,2008,1,Yokosuka BayStars,Eastern League,0,0,7,0,0,0,0,10,0,2,12,2,0,,2,3,15,0,0,45,,1,,,,1,YBS2,YBS2,
takam08,2008,1,Yokosuka BayStars,Eastern League,6,2,27,0,0,0,1,56,0,24,56,1,4,,19,11,52,0,1,237,,0,,,,1,YBS2,YBS2,
takas08,2008,1,Yokosuka BayStars,Eastern League,2,2,16,0,0,0,0,26,0,6,16,1,0,,6,3,23,0,1,93,,0,,,,1,YBS2,YBS2,
ushid08,2008,1,Yokosuka BayStars,Eastern League,2,1,8,0,0,0,0,9,0,3,5,1,0,,3,3,16,0,0,36,,0,,,,1,YBS2,YBS2,
white08,2008,1,Yokosuka BayStars,Eastern League,1,0,10,0,0,0,2,11,0,1,7,0,2,,1,2,9,0,0,40,,0,,,,1,YBS2,YBS2,
willi08,2008,1,Yokosuka BayStars,Eastern League,0,3,6,0,0,0,0,29,0,11,24,1,2,,9,10,24,0,0,118,,1,,,,1,YBS2,YBS2,
woodm08,2008,1,Yokosuka BayStars,Eastern League,0,1,1,0,0,0,0,6,0,8,12,0,0,,8,2,3,0,0,31,,1,,,,1,YBS2,YBS2,
yamag08,2008,1,Yokosuka BayStars,Eastern League,4,3,35,0,0,0,3,85,0,29,69,6,4,,25,40,98,0,7,359,,0,,,,1,YBS2,YBS2,
yamak08,2008,1,Yokosuka BayStars,Eastern League,1,0,22,0,0,0,5,19,0,9,22,3,1,,9,4,17,0,0,83,,0,,,,1,YBS2,YBS2,
yokoy08,2008,1,Yokosuka BayStars,Eastern League,2,0,14,0,0,0,4,18,0,3,15,1,1,,3,2,16,0,0,70,,0,,,,1,YBS2,YBS2,
yoshi08,2008,1,Yokosuka BayStars,Eastern League,1,2,25,0,0,0,3,44,0,21,42,6,5,,18,14,40,0,4,189,,0,,,,1,YBS2,YBS2,
yoshi08,2008,1,Yokosuka BayStars,Eastern League,3,1,23,0,0,0,1,49,0,21,53,1,2,,14,12,30,0,1,210,,0,,,,1,YBS2,YBS2,
yoshi08,2008,1,Yokosuka BayStars,Eastern League,2,1,10,0,0,0,0,18,0,9,18,2,0,,9,5,10,0,0,77,,0,,,,1,YBS2,YBS2,
hiran08,2008,1,Kobe Buffaloes,Western League,1,1,6,0,0,0,0,8,0,6,8,2,0,,6,1,7,0,0,33,,0,,,,1,OBF2,OBF2,
junge08,2008,1,Kobe Buffaloes,Western League,3,6,21,0,0,0,0,64,0,45,78,3,2,,41,17,44,0,4,285,,3,,,,1,OBF2,OBF2,
kajim08,2008,1,Kobe Buffaloes,Western League,0,5,24,0,0,0,5,77,0,42,80,2,5,,37,21,57,0,5,334,,0,,,,1,OBF2,OBF2,
kamos08,2008,1,Kobe Buffaloes,Western League,3,0,29,0,0,0,1,39,0,23,33,0,2,,21,26,27,0,5,173,,0,,,,1,OBF2,OBF2,
kanek08,2008,1,Kobe Buffaloes,Western League,0,0,1,0,0,0,0,7,0,1,6,0,0,,1,0,6,0,0,26,,0,,,,1,OBF2,OBF2,
katok08,2008,1,Kobe Buffaloes,Western League,0,4,20,0,0,0,0,30,0,24,40,3,1,,23,13,22,0,2,145,,0,,,,1,OBF2,OBF2,
katsu08,2008,1,Kobe Buffaloes,Western League,1,1,18,0,0,0,1,49,0,16,45,2,5,,15,9,20,0,0,202,,0,,,,1,OBF2,OBF2,
kawag08,2008,1,Kobe Buffaloes,Western League,1,0,4,0,0,0,0,7,0,3,5,0,0,,1,2,8,0,0,29,,0,,,,1,OBF2,OBF2,
kishi08,2008,1,Kobe Buffaloes,Western League,2,2,8,0,0,0,0,31,0,16,34,3,0,,14,5,26,0,0,130,,0,,,,1,OBF2,OBF2,
kobay08,2008,1,Kobe Buffaloes,Western League,1,5,18,0,0,0,0,49,0,30,49,1,5,,27,28,25,0,4,228,,1,,,,1,OBF2,OBF2,
kondo08,2008,1,Kobe Buffaloes,Western League,0,1,3,0,0,0,0,15,0,6,12,1,2,,1,7,7,0,1,67,,0,,,,1,OBF2,OBF2,
koron08,2008,1,Kobe Buffaloes,Western League,1,1,7,0,0,0,0,15,0,4,13,1,0,,4,3,15,0,1,59,,0,,,,1,OBF2,OBF2,
mitsu08,2008,1,Kobe Buffaloes,Western League,2,6,20,0,2,1,0,71,0,38,77,2,8,,34,16,25,1,2,304,,0,,,,1,OBF2,OBF2,
miyam08,2008,1,Kobe Buffaloes,Western League,3,0,21,0,0,0,1,23,0,13,27,5,1,,12,11,15,0,3,102,,1,,,,1,OBF2,OBF2,
motoy08,2008,1,Kobe Buffaloes,Western League,0,1,3,0,0,0,0,4,0,1,6,0,0,,1,0,5,0,0,18,,0,,,,1,OBF2,OBF2,
nakay08,2008,1,Kobe Buffaloes,Western League,4,6,12,0,2,1,0,69,0,32,61,2,3,,29,32,53,0,2,294,,1,,,,1,OBF2,OBF2,
nitot08,2008,1,Kobe Buffaloes,Western League,2,0,17,0,0,0,0,28,0,16,24,3,3,,12,8,29,0,0,119,,0,,,,1,OBF2,OBF2,
nobue08,2008,1,Kobe Buffaloes,Western League,0,0,1,0,0,0,0,1,0,0,0,0,0,,0,1,0,0,0,3,,0,,,,1,OBF2,OBF2,
okubo08,2008,1,Kobe Buffaloes,Western League,1,0,7,0,0,0,2,6,0,0,4,0,0,,0,3,7,0,0,24,,0,,,,1,OBF2,OBF2,
ortiz08,2008,1,Kobe Buffaloes,Western League,1,1,7,0,0,0,0,33,0,11,28,1,0,,8,4,26,0,1,126,,1,,,,1,OBF2,OBF2,
shimi08,2008,1,Kobe Buffaloes,Western League,1,0,13,0,0,0,1,13,0,3,10,1,2,,2,3,10,0,0,53,,0,,,,1,OBF2,OBF2,
takag08,2008,1,Kobe Buffaloes,Western League,0,1,17,0,0,0,0,26,0,13,25,3,0,,12,12,15,0,6,110,,0,,,,1,OBF2,OBF2,
umemu08,2008,1,Kobe Buffaloes,Western League,0,1,8,0,0,0,0,10,0,8,8,0,2,,8,12,8,0,4,54,,0,,,,1,OBF2,OBF2,
yamag08,2008,1,Kobe Buffaloes,Western League,1,0,9,0,0,0,0,15,0,1,6,0,0,,1,3,16,0,1,53,,1,,,,1,OBF2,OBF2,
yamaz08,2008,1,Kobe Buffaloes,Western League,0,1,9,0,0,0,0,23,0,16,29,3,2,,16,11,12,1,1,111,,0,,,,1,OBF2,OBF2,
yoshi08,2008,1,Kobe Buffaloes,Western League,4,3,26,0,0,0,5,37,0,15,38,4,1,,14,6,17,3,0,155,,0,,,,1,OBF2,OBF2,
yoshi08,2008,1,Kobe Buffaloes,Western League,0,0,4,0,0,0,0,4,0,1,2,0,0,,1,1,4,0,0,17,,0,,,,1,OBF2,OBF2,
azuma08,2008,1,Tokorozawa Lions,Eastern League,1,3,23,0,0,0,0,44,0,36,63,5,12,,32,12,22,0,0,211,,0,,,,1,SBL2,SBL2,
fujiw08,2008,1,Tokorozawa Lions,Eastern League,0,0,14,0,0,0,0,18,0,13,24,0,1,,11,7,14,0,2,86,,0,,,,1,SBL2,SBL2,
hiran08,2008,1,Tokorozawa Lions,Eastern League,4,1,15,0,0,0,0,64,0,24,58,4,4,,21,12,23,0,0,259,,0,,,,1,SBL2,SBL2,
hsumi08,2008,1,Tokorozawa Lions,Eastern League,2,4,14,0,0,0,0,52,0,33,68,5,4,,29,14,33,0,3,234,,0,,,,1,SBL2,SBL2,
iwasa08,2008,1,Tokorozawa Lions,Eastern League,0,3,29,0,0,0,4,30,0,21,32,3,1,,20,14,28,1,2,134,,0,,,,1,SBL2,SBL2,
kimur08,2008,1,Tokorozawa Lions,Eastern League,6,9,20,0,1,0,0,111,0,85,128,7,10,,66,68,83,0,6,525,,4,,,,1,SBL2,SBL2,
kinne08,2008,1,Tokorozawa Lions,Eastern League,3,5,8,0,0,0,0,48,0,24,53,2,3,,22,10,36,0,2,208,,1,,,,1,SBL2,SBL2,
matsu08,2008,1,Tokorozawa Lions,Eastern League,3,4,26,0,0,0,0,82,0,56,102,7,7,,47,25,51,0,4,378,,0,,,,1,SBL2,SBL2,
mitsu08,2008,1,Tokorozawa Lions,Eastern League,0,1,20,0,0,0,0,21,0,6,14,2,1,,5,4,21,0,0,81,,0,,,,1,SBL2,SBL2,
nishi08,2008,1,Tokorozawa Lions,Eastern League,0,0,3,0,0,0,0,2,0,7,8,1,0,,7,3,3,0,0,18,,0,,,,1,SBL2,SBL2,
okamo08,2008,1,Tokorozawa Lions,Eastern League,4,4,16,0,0,0,0,63,0,20,62,2,4,,20,22,42,2,1,268,,0,,,,1,SBL2,SBL2,
okamo08,2008,1,Tokorozawa Lions,Eastern League,1,0,6,0,0,0,0,6,0,2,6,1,0,,2,2,4,0,0,25,,0,,,,1,SBL2,SBL2,
onode08,2008,1,Tokorozawa Lions,Eastern League,0,0,6,0,0,0,1,6,0,2,4,0,0,,2,2,7,0,0,22,,0,,,,1,SBL2,SBL2,
onuma08,2008,1,Tokorozawa Lions,Eastern League,0,0,6,0,0,0,1,9,0,4,12,0,0,,2,1,13,0,0,41,,0,,,,1,SBL2,SBL2,
osada08,2008,1,Tokorozawa Lions,Eastern League,6,2,35,0,0,0,1,65,0,29,78,4,4,,28,30,33,0,3,299,,0,,,,1,SBL2,SBL2,
shots08,2008,1,Tokorozawa Lions,Eastern League,0,2,11,0,0,0,0,10,0,2,9,2,0,,2,1,8,0,0,38,,0,,,,1,SBL2,SBL2,
takek08,2008,1,Tokorozawa Lions,Eastern League,1,0,16,0,0,0,0,37,0,21,53,8,1,,19,13,13,0,0,179,,0,,,,1,SBL2,SBL2,
tanak08,2008,1,Tokorozawa Lions,Eastern League,1,1,5,0,0,0,0,14,0,8,10,1,1,,7,16,7,0,1,63,,0,,,,1,SBL2,SBL2,
tanin08,2008,1,Tokorozawa Lions,Eastern League,2,3,31,0,0,0,8,30,0,8,24,2,6,,7,11,20,0,1,134,,1,,,,1,SBL2,SBL2,
yamag08,2008,1,Tokorozawa Lions,Eastern League,4,4,34,0,0,0,4,58,0,27,57,9,2,,27,19,41,0,3,247,,0,,,,1,SBL2,SBL2,
yamam08,2008,1,Tokorozawa Lions,Eastern League,1,1,25,0,0,0,0,22,0,25,43,2,1,,24,9,23,0,0,118,,0,,,,1,SBL2,SBL2,
yamam08,2008,1,Tokorozawa Lions,Eastern League,1,1,6,0,0,0,0,6,0,6,8,1,0,,5,4,5,0,0,31,,0,,,,1,SBL2,SBL2,
yamaz08,2008,1,Tokorozawa Lions,Eastern League,2,3,10,0,1,0,0,33,0,18,34,2,1,,16,15,13,0,0,144,,0,,,,1,SBL2,SBL2,
zhuda08,2008,1,Tokorozawa Lions,Eastern League,0,0,5,0,0,0,0,5,0,3,5,0,0,,3,7,3,0,1,27,,0,,,,1,SBL2,SBL2,
abeka08,2008,1,Chiba Marines,Eastern League,2,4,28,0,0,0,0,54,0,31,58,4,0,,20,11,33,1,2,232,,0,,,,1,LTM2,LTM2,
abreu08,2008,1,Chiba Marines,Eastern League,0,0,2,0,0,0,1,3,0,0,0,0,0,,0,0,4,0,0,9,,0,,,,1,LTM2,LTM2,
aihar08,2008,1,Chiba Marines,Eastern League,2,3,40,0,0,0,3,42,0,22,35,2,4,,17,28,53,2,4,198,,0,,,,1,LTM2,LTM2,
asama08,2008,1,Chiba Marines,Eastern League,0,0,5,0,0,0,0,2,0,6,6,0,0,,6,3,0,0,1,15,,0,,,,1,LTM2,LTM2,
eguch08,2008,1,Chiba Marines,Eastern League,0,1,7,0,0,0,0,7,0,11,14,1,0,,11,10,3,0,2,42,,0,,,,1,LTM2,LTM2,
furuy08,2008,1,Chiba Marines,Eastern League,1,1,26,0,0,0,0,38,0,20,34,2,0,,17,20,36,0,1,164,,0,,,,1,LTM2,LTM2,
hatto08,2008,1,Chiba Marines,Eastern League,2,6,20,0,0,0,0,46,0,42,80,8,1,,36,11,38,1,1,226,,2,,,,1,LTM2,LTM2,
hayas08,2008,1,Chiba Marines,Eastern League,0,0,5,0,0,0,0,5,0,7,10,2,1,,7,4,3,0,1,31,,0,,,,1,LTM2,LTM2,
ikeda08,2008,1,Chiba Marines,Eastern League,0,0,4,0,0,0,0,3,0,6,3,3,1,,5,3,3,0,1,18,,1,,,,1,LTM2,LTM2,
itoyo08,2008,1,Chiba Marines,Eastern League,0,0,5,0,0,0,4,5,0,1,4,0,0,,1,0,4,0,0,18,,0,,,,1,LTM2,LTM2,
kanda08,2008,1,Chiba Marines,Eastern League,4,2,29,0,0,0,2,55,0,50,68,7,8,,40,21,36,0,6,264,,1,,,,1,LTM2,LTM2,
karak08,2008,1,Chiba Marines,Eastern League,2,2,7,0,0,0,0,31,0,9,21,1,2,,9,6,36,0,1,116,,0,,,,1,LTM2,LTM2,
kawas08,2008,1,Chiba Marines,Eastern League,1,0,2,0,0,0,0,3,0,0,0,0,0,,0,0,1,0,0,9,,0,,,,1,LTM2,LTM2,
kikot08,2008,1,Chiba Marines,Eastern League,0,2,5,0,0,0,0,11,0,16,15,6,0,,13,13,6,0,1,61,,0,,,,1,LTM2,LTM2,
kobay08,2008,1,Chiba Marines,Eastern League,1,1,22,0,0,0,0,23,0,18,25,3,0,,14,14,20,0,3,110,,0,,,,1,LTM2,LTM2,
kuboy08,2008,1,Chiba Marines,Eastern League,2,1,3,0,0,0,0,12,0,7,17,0,0,,7,8,9,0,0,62,,0,,,,1,LTM2,LTM2,
kurot08,2008,1,Chiba Marines,Eastern League,0,6,16,0,0,0,0,37,0,45,61,2,4,,37,11,21,0,3,186,,2,,,,1,LTM2,LTM2,
matsu08,2008,1,Chiba Marines,Eastern League,1,0,27,0,0,0,0,27,0,12,28,1,2,,10,11,23,0,1,122,,0,,,,1,LTM2,LTM2,
mishi08,2008,1,Chiba Marines,Eastern League,1,2,20,0,0,0,0,44,0,34,58,10,3,,31,27,24,0,3,212,,0,,,,1,LTM2,LTM2,
nakag08,2008,1,Chiba Marines,Eastern League,1,2,17,0,0,0,4,18,0,7,18,2,1,,5,4,13,1,0,78,,0,,,,1,LTM2,LTM2,
nemot08,2008,1,Chiba Marines,Eastern League,1,2,23,0,0,0,4,25,0,11,26,2,2,,9,7,23,0,1,108,,1,,,,1,LTM2,LTM2,
omine08,2008,1,Chiba Marines,Eastern League,3,5,15,0,0,0,0,61,0,28,59,0,5,,27,23,74,0,0,263,,1,,,,1,LTM2,LTM2,
onosh08,2008,1,Chiba Marines,Eastern League,1,1,7,0,0,0,0,22,0,9,23,1,1,,6,4,16,0,0,89,,0,,,,1,LTM2,LTM2,
shimo08,2008,1,Chiba Marines,Eastern League,0,1,20,0,0,0,0,17,0,11,21,1,3,,10,9,12,0,1,84,,1,,,,1,LTM2,LTM2,
sikor08,2008,1,Chiba Marines,Eastern League,0,0,3,0,0,0,0,3,0,0,2,0,0,,0,0,3,0,0,11,,0,,,,1,LTM2,LTM2,
suena08,2008,1,Chiba Marines,Eastern League,0,2,7,0,0,0,0,15,0,7,18,1,0,,6,9,11,0,2,73,,0,,,,1,LTM2,LTM2,
takag08,2008,1,Chiba Marines,Eastern League,1,0,3,0,0,0,0,4,0,0,2,0,1,,0,0,5,0,0,15,,0,,,,1,LTM2,LTM2,
tamur08,2008,1,Chiba Marines,Eastern League,0,0,11,0,0,0,0,13,0,19,24,3,2,,13,7,4,0,1,68,,0,,,,1,LTM2,LTM2,
tanak08,2008,1,Chiba Marines,Eastern League,1,4,23,0,0,0,0,46,0,32,58,3,6,,31,17,20,1,3,209,,0,,,,1,LTM2,LTM2,
tejim08,2008,1,Chiba Marines,Eastern League,3,1,18,0,0,0,0,50,0,29,47,7,1,,26,12,35,0,0,207,,0,,,,1,LTM2,LTM2,
uchit08,2008,1,Chiba Marines,Eastern League,0,0,5,0,0,0,0,6,0,5,7,1,1,,4,1,3,0,0,27,,0,,,,1,LTM2,LTM2,
uemat08,2008,1,Chiba Marines,Eastern League,0,1,7,0,0,0,0,12,0,16,22,3,0,,15,11,12,0,1,69,,0,,,,1,LTM2,LTM2,
wuszu08,2008,1,Chiba Marines,Eastern League,7,3,20,0,0,0,0,98,0,47,102,9,2,,43,36,75,0,2,423,,1,,,,1,LTM2,LTM2,
dougl08,2008,1,Tokyo Swallows,Eastern League,1,0,1,0,0,0,0,5,0,0,4,0,0,,0,1,4,0,0,19,,0,,,,1,YKS2,YKS2,
endom08,2008,1,Tokyo Swallows,Eastern League,0,0,14,0,0,0,0,14,0,12,21,0,0,,11,6,10,0,2,71,,0,,,,1,YKS2,YKS2,
gonza08,2008,1,Tokyo Swallows,Eastern League,0,3,6,0,1,0,0,27,0,8,19,2,2,,7,3,20,0,0,103,,0,,,,1,YKS2,YKS2,
hagiw08,2008,1,Tokyo Swallows,Eastern League,2,1,18,0,0,0,2,23,0,10,26,4,0,,10,6,15,0,0,100,,0,,,,1,YKS2,YKS2,
hanad08,2008,1,Tokyo Swallows,Eastern League,1,1,12,0,0,0,1,12,0,7,18,0,1,,6,1,16,0,2,58,,0,,,,1,YKS2,YKS2,
