yearID,lgID,teamID,franchID,divID,Rank,G,Ghome,W,L,Ties,LgWin,WSWin,R,AB,H,2B,3B,HR,BB,SO,SB,CS,HBP,SF,RA,ER,ERA,CG,SHO,SV,IPouts,HA,HRA,BBA,SOA,E,DP,FP,name,park,attendance,BPF,PPF,teamIDBR,teamIDlahman45,teamIDretro,hist_team_id,ros_team_id,unique_id
2005,AL,HRC,HRC,,6,146,73,58,84,4,,,615,5004,1374,218,8,184,357,978,51,32,64,26,779,686,4.8,18,4,27,3860,1379,171,539,1041,114,348,,Hiroshima Carp,Hiroshima Municipal Stadium,1050119,,,,,,,,
2005,NL,LTM,LTM,,2,140,70,88,49,3,,Y,773,4283,1216,256,23,139,407,851,60,39,45,35,483,429,3.24,28,8,33,3577,1135,129,270,795,46,300,,Chiba Marines,Chiba Marine Stadium,1305765,,,,,,,,
2005,NL,NPH,NPH,,5,136,68,62,71,3,,,605,4537,1157,191,20,160,336,1103,53,24,44,19,606,529,4.05,9,3,17,3526,1270,134,459,740,68,436,,Sapporo Fighters,Sapporo Dome,1365643,,,,,,,,
2005,NL,OBF,OBF,,4,136,68,62,70,4,,,527,4606,1201,202,17,97,376,831,44,26,45,32,587,521,3.86,9,4,31,3641,1231,136,357,855,79,368,,Osaka Buffaloes,Osaka Dome,1356156,,,,,,,,
2005,NL,RKE,RKE,,6,136,68,38,97,1,,,504,4557,1162,208,16,88,346,912,41,34,44,30,812,751,5.68,18,1,13,3571,1447,153,451,771,79,276,,Sendai Eagles,Fullcast Stadium Miyagi,977104,,,,,,,,
2005,NL,SBH,SBH,,1,136,68,89,45,2,Y,,658,4618,1298,223,23,172,356,816,72,42,77,36,504,470,3.46,22,7,42,3667,1133,107,380,1062,60,297,,Fukuoka Hawks,Fukuoka Yahoo Dome,2115977,,,,,,,,
2005,NL,SBL,SBL,,3,136,68,67,69,0,,,604,4191,1117,208,17,136,391,835,65,27,48,23,636,576,4.31,22,6,26,3607,1233,147,377,1020,65,254,,Tokorozawa Lions,Invoice SEIBU Dome,1103148,,,,,,,,
2005,AL,YBS,YBS,,3,146,73,69,70,7,,,621,4999,1324,227,13,143,425,1030,37,27,57,33,596,539,3.68,20,4,30,3952,1280,159,429,1043,66,372,,Yokohama BayStars,Yokohama Stadium,976004,,,,,,,,
2005,AL,YKS,YKS,,4,146,73,71,73,2,,,591,5033,1389,221,15,128,311,1016,65,25,51,25,596,575,4.0,3,2,41,3879,1293,151,363,974,51,361,,Tokyo Swallows,Meiji Jingu Stadium,1307731,,,,,,,,
2005,AL,YMG,YMG,,5,146,73,62,80,4,,,617,4991,1300,178,6,186,407,1021,38,22,55,34,737,694,4.8,13,5,30,3905,1427,182,410,1106,67,294,,Tokyo Giants,Tokyo Dome,2922093,,,,,,,,
2006,AL,CHD,CHD,,1,151,75,88,58,5,Y,,677,4951,1338,245,12,139,454,957,73,34,30,29,516,455,3.11,19,8,45,3945,1220,111,336,1052,60,313,,Nagoya Dragons,Nagoya Dome,2398698,,,,,,,,
2006,AL,HNT,HNT,,2,146,73,84,58,4,,,597,4934,1316,201,20,133,433,1043,52,24,35,32,508,454,3.14,18,4,39,3904,1219,91,409,1109,73,368,,Osaka Tigers,Hanshin Koshien Stadium,3154912,,,,,,,,
2006,AL,HRC,HRC,,5,146,73,62,79,5,,,549,4947,1318,173,19,127,282,963,54,44,54,35,648,565,3.96,10,2,36,3854,1304,171,382,957,94,352,,Hiroshima Carp,Hiroshima Municipal Stadium,1009481,,,,,,,,
2006,NL,LTM,LTM,,4,136,68,65,70,1,,,502,4122,1027,189,17,107,342,932,38,25,42,37,562,491,3.78,19,4,37,3503,1172,97,306,894,70,247,,Chiba Marines,Chiba Marine Stadium,1349656,,,,,,,,
2006,NL,NPH,NPH,,1,141,71,86,55,0,Y,Y,587,4481,1212,228,24,135,327,879,68,42,48,40,460,398,3.1,12,7,9,3464,1089,90,362,751,71,376,,Sapporo Fighters,Sapporo Dome,1600854,,,,,,,,
2006,NL,OBF,OBF,,5,136,68,52,81,3,,,481,4582,1162,195,12,106,362,871,51,31,35,22,570,514,3.84,18,5,24,3618,1226,115,405,723,67,372,,Osaka Buffaloes,Skymark Stadium,1390231,,,,,,,,
2006,NL,RKE,RKE,,6,136,68,47,85,4,,,452,4087,1035,176,16,39,315,827,73,44,55,18,651,581,4.31,12,3,26,3641,1315,125,437,862,79,259,,Sendai Eagles,Fullcast Stadium Miyagi,951723,,,,,,,,
2006,NL,SBH,SBH,,3,136,68,75,56,5,,,553,4503,1168,208,30,82,394,902,71,34,57,35,472,424,3.13,21,11,31,3662,1139,95,352,1029,63,282,,Fukuoka Hawks,Fukuoka Yahoo Dome,2037556,,,,,,,,
2006,NL,SBL,SBL,,2,136,68,80,54,2,,,645,4652,1277,231,28,131,441,914,111,46,53,28,556,495,3.64,27,3,31,3669,1177,135,384,1004,85,270,,Tokorozawa Lions,Invoice SEIBU Dome,1196574,,,,,,,,
2006,AL,YBS,YBS,,6,146,73,58,84,4,,,575,4888,1256,226,16,127,339,1063,51,32,68,39,662,607,4.25,13,3,31,3860,1372,156,422,976,83,344,,Yokohama BayStars,Yokohama Stadium,1106511,,,,,,,,
2006,AL,YKS,YKS,,3,146,73,70,73,3,,,669,5005,1346,221,13,161,379,964,83,28,60,33,642,567,3.93,5,1,33,3891,1346,126,373,1020,100,276,,Tokyo Swallows,Meiji Jingu Stadium,1315389,,,,,,,,
2006,AL,YMG,YMG,,4,146,73,65,79,2,,,552,4878,1226,198,14,134,349,1021,73,29,55,32,592,527,3.68,15,5,29,3864,1295,135,335,1027,82,305,,Tokyo Giants,Tokyo Dome,2892695,,,,,,,,
2007,AL,CHD,CHD,,1,154,77,87,65,2,Y,Y,674,4771,1245,208,16,121,538,1049,83,28,39,41,574,510,3.59,8,1,43,3841,1230,111,425,1012,69,353,,Nagoya Dragons,Nagoya Dome,2390532,,,,,,,,
2007,AL,HNT,HNT,,3,146,72,74,68,4,,,521,4838,1233,173,20,111,428,1047,46,19,42,28,573,509,3.56,3,2,46,3863,1286,97,451,1068,68,343,,Osaka Tigers,Hanshin Koshien Stadium,3144180,,,,,,,,
2007,AL,HRC,HRC,,5,144,72,60,82,2,,,557,4897,1287,209,7,132,367,931,65,40,46,30,673,603,4.24,10,2,31,3841,1354,172,427,868,74,376,,Hiroshima Carp,Hiroshima Municipal Stadium,1129061,,,,,,,,
2007,NL,LTM,LTM,,2,152,75,80,65,7,,,661,4412,1139,222,25,104,373,952,63,28,59,47,557,451,3.17,25,9,32,3846,1290,93,263,860,78,248,,Chiba Marines,Chiba Marine Stadium,1558430,,,,,,,,
2007,NL,NPH,NPH,,1,154,79,83,66,5,Y,,553,4685,1217,209,27,68,323,944,112,35,61,27,529,450,3.29,19,5,3,3688,1090,118,339,840,62,343,,Sapporo Fighters,Sapporo Dome,1833054,,,,,,,,
2007,NL,OBF,OBF,,6,144,72,62,77,5,,,536,4855,1256,208,16,119,366,897,41,32,63,38,585,526,3.68,7,5,36,3857,1342,105,331,916,75,320,,Osaka Buffaloes,Kyocera Dome Osaka,1137186,,,,,,,,
2007,NL,RKE,RKE,,4,144,72,67,75,2,,,575,4318,1130,199,15,89,356,750,81,44,62,28,676,610,4.31,7,3,35,3817,1368,119,465,1019,82,292,,Sendai Eagles,Fullcast Stadium Miyagi,1117369,,,,,,,,
2007,NL,SBH,SBH,,3,147,72,74,68,5,,,587,4928,1316,247,24,106,346,1015,84,42,44,27,523,457,3.18,10,4,42,3877,1162,100,421,1066,80,306,,Fukuoka Hawks,Fukuoka Yahoo Dome,2307160,,,,,,,,
2007,NL,SBL,SBL,,5,144,72,66,76,2,,,564,4797,1265,231,18,126,389,1001,118,38,81,34,585,539,3.83,14,4,33,3800,1255,114,411,889,73,306,,Tokorozawa Lions,Goodwill Dome,1093471,,,,,,,,
2007,AL,YBS,YBS,,4,144,72,71,72,1,,,569,4784,1268,233,20,124,373,835,42,32,56,31,623,564,4.01,9,6,35,3794,1318,133,468,1014,91,325,,Yokohama BayStars,Yokohama Stadium,1231997,,,,,,,,
2007,AL,YKS,YKS,,6,144,72,60,84,0,,,596,4796,1289,206,25,139,384,978,66,17,73,26,623,569,4.07,10,5,26,3773,1254,149,368,960,82,261,,Tokyo Swallows,Meiji Jingu Stadium,1333231,,,,,,,,
2007,AL,YMG,YMG,,2,147,75,80,66,1,,,700,4933,1361,245,17,191,390,995,63,31,63,32,572,517,3.61,7,4,40,3866,1286,143,352,1018,54,311,,Tokyo Giants,Tokyo Dome,2911358,,,,,,,,
2008,AL,CHD,CHD,,3,151,72,74,71,6,,,555,4767,1207,215,13,140,427,989,51,22,24,25,588,501,3.53,10,4,39,3829,1307,114,336,989,75,306,,Nagoya Dragons,Nagoya Dome,2427805,,,,,,,,
2008,AL,HNT,HNT,,2,147,75,83,61,3,,,585,4802,1285,199,29,83,462,974,62,29,44,46,528,471,3.3,6,1,43,3850,1261,85,386,994,62,389,,Osaka Tigers,Hanshin Koshien Stadium,2976754,,,,,,,,
2008,AL,HRC,HRC,,4,144,72,69,70,5,,,537,4903,1330,193,9,100,332,841,69,49,49,26,594,538,3.78,8,5,44,3845,1286,121,443,897,87,340,,Hiroshima Carp,Hiroshima Municipal Stadium,1390680,,,,,,,,
2008,NL,LTM,LTM,,4,144,72,73,70,1,,,662,4417,1167,254,26,114,427,887,58,31,45,34,648,591,4.17,17,4,33,3831,1326,114,363,915,74,235,,Chiba Marines,Chiba Marine Stadium,1601632,,,,,,,,
2008,NL,NPH,NPH,,3,151,72,77,72,2,,,563,4726,1206,224,27,82,380,1010,79,40,53,32,576,492,3.6,14,3,8,3693,1164,145,383,835,63,307,,Sapporo Fighters,Sapporo Dome,1873931,,,,,,,,
2008,NL,OBF,OBF,,2,146,74,75,70,1,,,640,4817,1261,258,25,152,435,992,63,36,66,41,616,560,3.93,7,2,34,3844,1320,130,329,923,78,345,,Osaka Buffaloes,Kyocera Dome Osaka,1266765,,,,,,,,
2008,NL,RKE,RKE,,5,144,72,65,76,3,,,627,4339,1166,192,18,76,386,699,96,35,68,25,607,554,3.89,16,8,18,3843,1283,104,456,1064,73,222,,Sendai Eagles,Kleenex Stadium Miyagi,1149061,,,,,,,,
2008,NL,SBH,SBH,,6,144,72,64,77,3,,,556,5016,1330,239,32,99,341,1057,92,37,54,34,641,585,4.06,21,5,27,3887,1295,128,420,1087,80,300,,Fukuoka Hawks,Fukuoka Yahoo Dome,2250044,,,,,,,,
2008,NL,SBL,SBL,,1,156,80,83,69,4,Y,Y,770,4952,1339,270,21,198,378,1093,107,46,83,40,665,557,3.87,13,5,33,3891,1324,114,449,944,98,326,,Tokorozawa Lions,Seibu Dome,1384970,,,,,,,,
2008,AL,YBS,YBS,,6,144,72,48,94,2,,,552,4839,1285,213,16,145,314,969,37,30,49,21,706,660,4.74,7,3,27,3759,1366,168,412,858,61,362,,Yokohama BayStars,Yokohama Stadium,1129954,,,,,,,,
2008,AL,YKS,YKS,,5,144,72,66,74,4,,,583,4756,1264,201,32,83,397,895,148,51,83,38,569,530,3.75,4,1,37,3820,1260,140,374,880,69,305,,Tokyo Swallows,Meiji Jingu Stadium,1281714,,,,,,,,
2008,AL,YMG,YMG,,1,155,80,89,62,4,Y,,676,4850,1289,234,12,177,346,996,78,38,62,20,568,469,3.38,6,1,44,3752,1180,113,343,1094,81,293,,Tokyo Giants,Tokyo Dome,2876274,,,,,,,,
2009,AL,CHD,CHD,,2,151,75,84,66,1,,,634,4814,1243,215,17,136,432,968,81,31,51,30,538,454,3.17,12,10,51,3869,1176,102,372,994,84,332,,Nagoya Dragons,Nagoya Dome,2298405,,,,,,,,
2009,AL,HNT,HNT,,4,144,72,67,73,4,,,548,4826,1233,215,25,106,393,903,79,33,54,34,534,467,3.28,10,6,25,3841,1197,102,431,1037,86,315,,Osaka Tigers,Hanshin Koshien Stadium,3007074,,,,,,,,
2009,AL,HRC,HRC,,5,144,72,65,75,4,,,528,4747,1163,196,32,101,397,931,77,51,46,39,575,511,3.59,12,6,37,3840,1253,117,341,961,100,274,,Hiroshima Carp,Mazda Stadium,1873046,,,,,,,,
2009,NL,LTM,LTM,,5,144,72,62,77,5,,,620,4431,1131,221,21,121,457,1017,38,40,57,40,639,604,4.23,22,3,26,3858,1370,127,374,976,58,250,,Chiba Marines,Chiba Marine Stadium,1465189,,,,,,,,
2009,NL,NPH,NPH,,1,154,79,87,65,2,Y,,733,4920,1370,290,27,112,444,985,105,33,60,33,588,525,3.67,17,4,34,3865,1229,127,443,928,55,349,,Sapporo Fighters,Sapporo Dome,1992172,,,,,,,,
2009,NL,OBF,OBF,,6,144,72,56,86,2,,,585,4505,1241,236,12,103,374,882,63,44,59,33,715,652,4.59,18,6,18,3834,1358,140,436,979,66,388,,Osaka Buffaloes,Kyocera Dome Osaka,1285907,,,,,,,,
2009,NL,RKE,RKE,,2,150,74,80,69,1,,,629,4846,1295,233,21,108,460,906,103,41,57,34,637,575,4.01,19,6,30,3869,1313,127,444,980,62,368,,Sendai Eagles,Kleenex Stadium Miyagi,1203169,,,,,,,,
2009,NL,SBH,SBH,,3,146,72,74,67,5,,,605,4811,1263,239,30,129,430,992,126,48,62,37,606,528,3.69,11,2,30,3864,1207,132,447,1174,79,303,,Fukuoka Hawks,Fukuoka Yahoo Dome,2245969,,,,,,,,
2009,NL,SBL,SBL,,4,144,72,70,70,4,,,664,4933,1287,256,25,163,435,1116,115,44,69,25,627,583,4.01,19,7,28,3921,1299,133,524,987,68,360,,Tokorozawa Lions,Seibu Dome,1515045,,,,,,,,
2009,AL,YBS,YBS,,6,144,72,51,93,0,,,497,4720,1130,193,19,128,342,1049,51,32,44,22,685,614,4.37,11,2,26,3794,1326,164,425,963,99,321,,Yokohama BayStars,Yokohama Stadium,1246967,,,,,,,,
2009,AL,YKS,YKS,,3,147,72,72,74,1,,,557,4746,1229,198,18,115,377,923,106,39,62,38,618,563,3.97,10,3,33,3827,1279,140,411,870,57,332,,Tokyo Swallows,Meiji Jingu Stadium,1332366,,,,,,,,
2009,AL,YMG,YMG,,1,154,79,96,49,9,Y,Y,693,4990,1375,228,17,182,349,1042,84,41,64,31,531,404,2.88,11,3,47,3789,1133,117,332,977,84,315,,Tokyo Giants,Tokyo Dome,2934370,,,,,,,,
2010,AL,CHD,CHD,,1,155,80,84,67,4,Y,,584,4753,1229,217,21,119,456,1008,53,25,41,33,563,470,3.29,12,8,43,3856,1189,121,416,966,91,345,,Nagoya Dragons,Nagoya Dome,2193124,,,,,,,,
2010,AL,HNT,HNT,,3,146,74,78,65,3,,,747,5036,1458,238,23,173,384,965,71,33,62,37,650,578,4.05,7,3,28,3850,1301,138,414,977,82,389,,Osaka Tigers,Hanshin Koshien Stadium,3005633,,,,,,,,
2010,AL,HRC,HRC,,5,144,72,58,84,2,,,596,4867,1278,222,27,104,392,944,119,55,67,37,737,683,4.8,11,4,26,3839,1423,171,460,884,82,333,,Hiroshima Carp,Mazda Stadium,1600093,,,,,,,,
2010,NL,LTM,LTM,,1,159,75,85,71,3,Y,Y,775,4320,1144,212,9,115,467,969,66,19,59,38,685,589,4.11,16,4,31,3866,1307,123,462,989,62,243,,Chiba Marines,Chiba Marine Stadium,1546105,,,,,,,,
2010,NL,NPH,NPH,,4,144,72,74,67,3,,,612,4856,1330,229,20,91,381,920,102,31,52,35,548,504,3.53,15,4,27,3859,1259,121,382,943,78,433,,Sapporo Fighters,Sapporo Dome,1945944,,,,,,,,
2010,NL,OBF,OBF,,5,144,72,69,71,4,,,644,4935,1337,251,27,146,428,1048,34,16,66,32,628,568,3.99,17,7,25,3842,1328,110,420,1077,79,268,,Osaka Buffaloes,Kyocera Dome Osaka,1443559,,,,,,,,
2010,NL,RKE,RKE,,6,144,72,62,79,3,,,576,4876,1290,233,20,95,422,980,78,36,57,32,635,568,4.0,18,3,26,3837,1331,129,430,962,82,332,,Sendai Eagles,Kleenex Stadium Miyagi,1141640,,,,,,,,
2010,NL,SBH,SBH,,2,150,78,78,67,5,,,647,4898,1308,222,23,134,360,1004,148,50,59,32,635,564,3.92,6,5,34,3883,1221,99,488,1244,75,291,,Fukuoka Hawks,Fukuoka Yahoo Dome,2164430,,,,,,,,
2010,NL,SBL,SBL,,3,146,74,78,67,1,,,689,4637,1242,232,20,139,470,996,110,35,68,45,653,594,4.19,13,6,35,3832,1357,131,396,927,70,282,,Tokorozawa Lions,Seibu Dome,1591303,,,,,,,,
2010,AL,YBS,YBS,,6,144,72,48,95,1,,,521,4835,1234,217,16,117,385,1023,59,31,33,23,743,688,4.89,2,1,30,3801,1440,176,435,908,78,319,,Yokohama BayStars,Yokohama Stadium,1209618,,,,,,,,
2010,AL,YKS,YKS,,4,144,72,72,68,4,,,617,4829,1298,236,18,124,448,917,66,29,99,35,621,551,3.85,10,7,38,3861,1312,146,416,1000,80,340,,Tokyo Swallows,Meiji Jingu Stadium,1332928,,,,,,,,
2010,AL,YMG,YMG,,2,150,72,82,67,1,,,727,4924,1311,224,22,226,418,1000,96,34,60,31,637,546,3.97,3,2,37,3711,1243,136,380,994,99,340,,Tokyo Giants,Tokyo Dome,2966626,,,,,,,,
2011,AL,CHD,CHD,,1,156,80,81,65,10,Y,,439,4583,1044,171,25,82,423,988,41,20,42,23,435,351,2.46,12,5,47,3847,1093,73,316,891,83,317,,Nagoya Dragons,Nagoya Dome,2143963,,,,,,,,
2011,AL,HNT,HNT,,4,144,72,68,70,6,,,482,4727,1206,176,25,80,336,884,62,28,31,33,443,398,2.83,11,5,42,3799,1049,64,413,1119,74,285,,Osaka Tigers,Hanshin Koshien Stadium,2898432,,,,,,,,
2011,AL,HRC,HRC,,5,144,72,60,76,8,,,439,4639,1136,177,18,52,340,877,65,37,76,36,496,454,3.22,10,5,37,3812,1160,83,392,990,64,241,,Hiroshima Carp,Mazda Stadium,1582524,,,,,,,,
2011,NL,LTM,LTM,,6,144,72,54,79,11,,,432,4760,1146,178,22,46,349,937,101,24,74,37,533,482,3.41,13,7,32,3817,1272,76,317,832,75,248,,Chiba Marines,QVC Marine Field,1332815,,,,,,,,
2011,NL,NPH,NPH,,2,146,74,72,67,7,,,485,4736,1189,202,18,86,313,1014,88,29,59,33,431,379,2.68,16,7,37,3821,1164,57,323,918,77,303,,Sapporo Fighters,Sapporo Dome,1990338,,,,,,,,
2011,NL,OBF,OBF,,3,144,72,69,68,7,,,478,4727,1172,186,15,76,352,992,49,30,62,30,518,473,3.33,16,5,37,3831,1194,75,369,1018,78,254,,Osaka Buffaloes,Kyocera Dome Osaka,1400961,,,,,,,,
2011,NL,RKE,RKE,,5,144,72,66,71,7,,,432,4648,1140,175,13,53,307,912,130,53,60,41,464,405,2.86,23,9,28,3820,1179,79,330,982,76,276,,Sendai Eagles,Kleenex Stadium Miyagi,1168188,,,,,,,,
2011,NL,SBH,SBH,,1,154,79,95,49,10,Y,Y,580,4752,1271,216,34,90,354,980,180,48,49,35,365,321,2.26,21,11,43,3832,977,66,307,1059,51,276,,Fukuoka Hawks,Fukuoka Yahoo Dome,2293899,,,,,,,,
2011,NL,SBL,SBL,,4,149,72,70,70,9,,,589,4222,1067,170,18,86,369,856,85,25,63,38,538,454,3.19,18,5,31,3844,1233,81,334,860,82,329,,Tokorozawa Lions,Seibu Dome,1591651,,,,,,,,
2011,AL,YBS,YBS,,6,144,72,47,86,11,,,423,4623,1106,173,13,78,329,1114,31,22,59,31,587,531,3.83,2,1,34,3746,1255,117,375,870,75,299,,Yokohama BayStars,Yokohama Stadium,1102192,,,,,,,,
2011,AL,YKS,YKS,,2,152,75,74,63,15,,,500,4643,1132,169,19,85,430,875,43,15,46,29,524,475,3.37,14,5,36,3801,1192,93,395,968,56,341,,Tokyo Swallows,Meiji Jingu Stadium,1348259,,,,,,,,
2011,AL,YMG,YMG,,3,147,72,72,64,11,,,480,4716,1145,173,14,108,323,1003,106,40,55,24,425,369,2.6,12,2,37,3828,1088,74,386,996,67,313,,Tokyo Giants,Tokyo Dome,2716974,,,,,,,,
2012,AL,CHD,CHD,,2,153,75,80,57,16,,,451,4714,1156,185,11,70,416,904,59,33,45,25,425,369,2.58,8,2,53,3856,1078,65,324,877,55,372,,Nagoya Dragons,Nagoya Dome,2080530,,,,,,,,
2012,AL,DNB,DNB,,6,144,72,46,85,13,,,422,4640,1083,164,21,66,380,931,61,43,56,26,571,526,3.76,11,3,24,3774,1210,97,480,863,80,292,,Yokohama BayStars,Yokohama Stadium,1165933,,,,,,,,
2012,AL,HNT,HNT,,5,144,72,55,75,14,,,411,4717,1115,169,17,58,415,957,65,36,36,22,438,374,2.65,8,4,29,3817,1141,73,384,985,69,277,,Osaka Tigers,Hanshin Koshien Stadium,2727790,,,,,,,,
2012,AL,HRC,HRC,,4,144,72,61,71,12,,,427,4614,1077,192,13,76,374,912,79,39,57,26,454,385,2.72,6,3,35,3817,1122,64,419,955,113,310,,Hiroshima Carp,Mazda Stadium,1589658,,,,,,,,
2012,NL,LTM,LTM,,5,144,72,62,67,15,,,499,4732,1215,208,20,64,404,851,64,42,56,35,502,443,3.13,13,3,31,3818,1221,84,336,762,83,245,,Chiba Marines,QVC Marine Field,1239168,,,,,,,,
2012,NL,NPH,NPH,,1,153,78,79,63,11,Y,,534,4758,1220,195,20,90,371,879,82,42,45,26,480,411,2.89,13,7,40,3839,1176,73,382,868,72,317,,Sapporo Fighters,Sapporo Dome,1858524,,,,,,,,
2012,NL,OBF,OBF,,6,144,72,57,77,10,,,443,4740,1142,199,19,73,364,964,49,32,56,34,525,475,3.35,11,4,28,3834,1266,70,388,887,81,290,,Osaka Buffaloes,Kyocera Dome Osaka,1330676,,,,,,,,
2012,NL,RKE,RKE,,3,144,72,67,67,10,,,491,4299,1085,156,23,49,302,715,117,49,51,38,467,426,3.0,15,5,29,3834,1217,69,346,915,67,237,,Sendai Eagles,Kleenex Stadium Miyagi,1177793,,,,,,,,
2012,NL,SBH,SBH,,4,150,72,69,69,12,,,461,4734,1195,185,32,70,327,962,144,48,38,34,450,366,2.58,16,7,41,3826,1045,58,423,983,74,258,,Fukuoka Hawks,Fukuoka Yahoo Dome,2447501,,,,,,,,
2012,NL,SBL,SBL,,2,147,75,73,65,9,,,527,4648,1168,186,27,78,404,876,94,52,55,35,523,454,3.26,9,4,41,3758,1222,78,389,796,100,280,,Tokorozawa Lions,Seibu Dome,1526028,,,,,,,,
2012,AL,YKS,YKS,,3,147,72,69,67,11,,,502,4550,1177,160,17,85,415,779,62,30,46,27,524,476,3.37,12,7,35,3809,1234,85,441,843,69,366,,Tokyo Swallows,Meiji Jingu Stadium,1322678,,,,,,,,
2012,AL,YMG,YMG,,1,156,81,93,48,15,Y,Y,577,4742,1216,207,18,94,455,952,102,33,52,36,386,311,2.18,9,6,48,3857,1043,64,358,1021,77,351,,Tokyo Giants,Tokyo Dome,2903947,,,,,,,,
2013,AL,CHD,CHD,,4,144,72,64,77,3,,,526,4844,1187,190,15,111,471,939,57,31,41,32,599,550,3.81,2,1,39,3894,1297,110,495,916,78,316,,Nagoya Dragons,Nagoya Dome,1998188,,,,,,,,
2013,AL,DNB,DNB,,5,144,72,64,79,1,,,630,4856,1271,191,19,132,400,1057,54,33,69,29,686,640,4.5,9,4,28,3838,1340,153,551,931,66,344,,Yokohama BayStars,Yokohama Stadium,1425728,,,,,,,,
2013,AL,HNT,HNT,,2,146,74,73,69,4,,,536,4345,1092,188,15,78,444,868,70,35,36,25,503,444,3.08,14,7,23,3888,1165,114,400,1038,56,291,,Osaka Tigers,Hanshin Koshien Stadium,2771603,,,,,,,,
2013,AL,HRC,HRC,,3,149,72,71,75,3,,,575,4739,1174,203,16,110,467,1089,112,47,47,36,568,496,3.46,6,1,31,3872,1192,114,460,916,106,438,,Hiroshima Carp,Mazda Stadium,1565598,,,,,,,,
2013,NL,LTM,LTM,,3,151,72,77,72,2,,,596,4798,1257,206,29,91,453,834,91,35,67,54,615,537,3.77,3,2,36,3849,1317,96,446,899,74,287,,Chiba Marines,QVC Marine Field,1260439,,,,,,,,
2013,NL,NPH,NPH,,6,144,72,64,78,2,,,534,4787,1227,200,9,105,464,1061,120,33,48,32,604,530,3.74,6,2,37,3829,1284,89,500,824,88,349,,Sapporo Fighters,Sapporo Dome,1855655,,,,,,,,
2013,NL,OBF,OBF,,5,144,72,66,73,5,,,513,4745,1220,214,18,92,429,889,84,35,59,24,529,480,3.34,13,3,31,3877,1231,89,436,1064,76,352,,Osaka Buffaloes,Kyocera Dome Osaka,1438467,,,,,,,,
2013,NL,RKE,RKE,,1,155,80,89,63,3,Y,Y,663,4819,1287,208,20,97,487,934,62,38,50,41,562,500,3.51,13,2,36,3843,1230,103,430,958,63,315,,Sendai Eagles,Kleenex Stadium Miyagi,1281087,,,,,,,,
2013,NL,SBH,SBH,,4,144,72,73,69,2,,,660,4915,1348,225,31,125,422,1047,87,39,72,32,562,511,3.58,6,2,26,3859,1168,82,492,985,75,355,,Fukuoka Hawks,Fukuoka Yahuoku Dome,2408993,,,,,,,,
2013,NL,SBL,SBL,,2,147,75,75,68,4,,,587,4775,1226,185,31,86,488,948,113,54,58,32,577,510,3.56,17,8,29,3872,1223,106,419,984,73,300,,Tokorozawa Lions,Seibu Dome,1600841,,,,,,,,
2013,AL,YKS,YKS,,6,144,72,57,83,4,,,577,4796,1213,162,16,134,518,892,70,24,24,26,682,610,4.27,8,5,31,3856,1341,138,481,965,93,303,,Tokyo Swallows,Meiji Jingu Stadium,1432695,,,,,,,,
2013,AL,YMG,YMG,,1,154,78,90,57,7,Y,,622,4906,1285,215,14,145,432,930,90,29,51,27,532,464,3.21,8,2,48,3902,1165,117,415,1094,62,278,,Tokyo Giants,Tokyo Dome,3008197,,,,,,,,
2014,AL,CHD,CHD,,4,144,72,67,73,4,,,570,4854,1250,215,21,87,467,926,75,27,34,40,590,530,3.69,6,4,35,3880,1213,110,503,970,75,405,,Nagoya Dragons,Nagoya Dome,2000912,,,,,,,,
2014,AL,DNB,DNB,,5,144,72,67,75,2,,,568,4833,1224,211,27,121,400,1107,76,24,61,21,624,540,3.77,11,4,30,3868,1321,130,456,939,116,391,,Yokohama BayStars,Yokohama Stadium,1564528,,,,,,,,
2014,AL,HNT,HNT,,2,155,76,81,72,2,,,631,4785,1265,223,14,94,476,1003,55,36,45,35,638,553,3.88,9,4,39,3846,1240,104,433,1174,83,312,,Osaka Tigers,Hanshin Koshien Stadium,2689593,,,,,,,,
2014,AL,HRC,HRC,,3,146,72,74,69,3,,,649,4878,1326,219,23,153,450,1134,96,54,50,40,611,540,3.79,6,2,29,3851,1298,121,408,933,89,387,,Hiroshima Carp,Mazda Stadium,1904781,,,,,,,,
2014,NL,LTM,LTM,,4,144,72,66,76,2,,,556,4836,1213,260,33,96,404,862,64,35,53,31,642,588,4.14,8,2,32,3831,1328,122,444,874,78,330,,Chiba Marines,QVC Marine Field,1223915,,,,,,,,
2014,NL,NPH,NPH,,3,153,72,78,72,3,,,633,4731,1188,188,29,119,452,1092,134,48,47,26,600,519,3.63,8,4,33,3865,1220,108,499,1000,84,306,,Sapporo Fighters,Sapporo Dome,1897789,,,,,,,,
2014,NL,OBF,OBF,,2,147,75,81,64,2,,,594,4710,1215,211,22,110,470,907,126,58,85,27,480,416,2.89,10,5,41,3882,1138,87,419,1127,63,325,,Osaka Buffaloes,Kyocera Dome Osaka,1703734,,,,,,,,
2014,NL,RKE,RKE,,6,144,72,64,80,0,,,549,4768,1214,215,18,78,488,959,64,44,45,36,604,561,3.97,11,8,24,3813,1283,101,455,1005,66,298,,Sendai Eagles,Rakuten Kobo Stadium Miyagi,1450233,,,,,,,,
