playerID,yearID,stint,teamID,lgID,G,G_started,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,G_old,Player XBT relative to League,ros_team_id,hist_id,hist_team_id,ros_player_id,New,Player XBT 1yr Relative to League,Player XBT 3yr Relative to League,Player XBT 5yr Relative to League
abeyo01,1971,1,NSL,NL,104,,260,33,59,12,1,2,14,6,9,20,31,0,9,4,1,5,,,,,,,,,,
abeyo01,1972,1,NSL,NL,120,,360,45,92,20,1,7,26,6,1,17,48,0,15,10,2,8,,,,,,,,,,
abeyo01,1973,1,TPL,NL,69,,89,11,21,3,0,0,5,1,1,13,24,0,3,1,0,1,,,,,,,,,,
abeyo01,1974,1,HNT,AL,11,,11,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,,,,,,,,,,
abeyu01,1961,1,KNB,NL,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
abeyu01,1962,1,KNB,NL,3,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,
abeyu01,1963,1,KNB,NL,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
abeyu01,1964,1,KNB,NL,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
abreuab01,2013,1,SBL,NL,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
abreuab01,2014,1,SBL,NL,7,,16,4,4,0,1,0,4,1,0,1,6,0,0,0,0,2,,,,,,,,,,
abreuab01,2016,1,YMG,AL,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
abreual01,2024,1,SBL,NL,52,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
abreumi01,2013,1,NPH,NL,138,,504,59,143,19,0,31,95,0,1,57,132,0,4,0,6,14,,,,,,,,,,
abreumi01,2014,1,NPH,NL,6,,19,2,4,0,0,1,1,0,0,3,7,0,0,0,0,0,,,,,,,,,,
abreuwi01,2008,1,LTM,NL,20,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
acevest01,2025,1,LTM,NL,5,,11,1,2,0,0,1,2,0,0,1,3,0,0,0,0,0,,,,,,,,,,
achirta01,2014,1,CHD,AL,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
achirta01,2015,1,CHD,AL,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
achirta01,2016,1,CHD,AL,13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
achirta01,2017,1,CHD,AL,4,,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,
achirta01,2018,1,CHD,AL,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
achirta01,2019,1,CHD,AL,7,,6,0,1,0,0,0,1,0,0,0,4,0,0,0,0,0,,,,,,,,,,
achirta01,2020,1,CHD,AL,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
acostma01,2013,1,YMG,AL,14,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
acrema01,1998,1,YKS,AL,12,,19,0,1,1,0,0,0,0,0,0,11,0,0,2,0,0,,,,,,,,,,
